Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Kevin Graham",,69,258,237,43,30,9,1,3,22,19,17,0,88,2,2,0,5,2,1,0.181435,0.0658915,0.341085,0.193182,0.24031,0.265823,0.227271,0.506133,0.0843882,4.09774,0.27027,,-0.332999,12.5154,-17.9692,40.2891,-0.332999,0.9,-18.591605305671692,-1.9439154863357544,-1.22282,999,,,,,,,121.8,1.765217391,121.8,1.765217391,,,,,,,,,,,,,,,,,,,"Kevin Graham","sa3020087",681184
"Adrian Rodriguez","ARI",88,340,305,55,46,6,2,1,31,24,25,0,105,6,2,2,6,2,3,0.180328,0.0735294,0.308824,0.238095,0.254438,0.222951,0.221685,0.477389,0.0426229,4.00937,0.268657,,-1.33688,14.9512,-25.2225,36.4624,-1.33688,-0.1,-26.940669298171997,3.6477953419089317,-1.22581,999,,,,,,,129.6,1.472727272,129.6,1.472727272,,,,,,,,,,,,,,,,,,,"Adrian Rodriguez","sa3019899",703641
"Marcus Smith",,93,329,290,47,32,7,2,6,31,26,32,0,156,3,2,2,1,9,2,0.162069,0.0972644,0.474164,0.205128,0.250765,0.262069,0.234521,0.512833,0.1,6.33304,0.315385,,0.538653,17.8961,-20.9778,47.502,0.538653,-4.7,-19.81823080778122,-3.491152048110962,-1.22629,999,,,,,,,177.8,1.911827956,177.8,1.911827956,,,,,,,,,,,,,,,,,,,"Marcus Smith","sa1169620",687526
"Hunter Haas","TBR",91,342,306,51,36,11,0,4,26,27,24,0,115,6,3,3,3,4,2,0.166667,0.0701754,0.336257,0.208696,0.238938,0.24183,0.220109,0.480768,0.0751634,3.29886,0.247368,,-0.454745,14.6014,-25.8086,35.2862,-0.454745,1.5,-26.54004368185997,2.7566137313842773,-1.22901,999,,,,,,,141.1,1.55054945,141.1,1.55054945,,,,,,,,,,,,,,,,,,,"Hunter Haas","sa3022918",690983
"Darlin Moquete",,84,312,287,58,43,8,1,6,36,29,17,1,82,3,2,3,6,8,4,0.202091,0.0544872,0.262821,0.207317,0.252427,0.299652,0.243501,0.552079,0.097561,5.49585,0.258706,,-0.447373,19.2462,-17.619,54.5392,-0.447373,-1.7,-17.258061081171036,-5.139153480529785,-1.22948,999,,,,,,,187.1,2.227380952,187.1,2.227380952,,,,,,,,,,,,,,,,,,,"Darlin Moquete","sa3005617",680642
"Colby Jones","ATL",123,498,449,88,78,7,2,1,55,32,39,0,132,7,3,0,8,27,10,0.195991,0.0783133,0.26506,0.295455,0.269076,0.227171,0.230566,0.496248,0.0311804,6.50626,0.272727,,0.486219,25.4897,-33.3528,43.0591,0.486219,2.7,-33.122167736291885,4.529806017875671,-1.23018,999,,,,,,,246.2,2.001626016,246.2,2.001626016,,,,,,,,,,,,,,,,,,,"Colby Jones","sa3025224",803475
"Aaron Zavala","TEX",116,505,440,86,61,16,2,7,51,43,53,1,179,7,4,1,5,5,4,0.195455,0.10495,0.354455,0.296089,0.289683,0.288636,0.263025,0.578319,0.0931818,3.9884,0.306202,,-1.43027,39.1569,-20.5128,67.1376,-1.43027,-2.9,-20.99001407623291,-8.466578483581543,-1.23546,999,,,,,,,343.5,2.961206896,343.5,2.961206896,,,,,,,,,,,,,,,,,,,"Aaron Zavala","sa3017665",701648
"Brenden Dixon",,73,257,231,42,29,8,1,4,22,21,22,0,91,2,1,1,4,4,1,0.181818,0.0856031,0.354086,0.241758,0.257812,0.277056,0.242174,0.534869,0.0952381,4.67207,0.277372,,0.0405939,15.5765,-14.79,49.5987,0.0405939,-0.7,-15.311556972563267,-5.421487510204315,-1.24643,999,,,,,,,147.5,2.020547945,147.5,2.020547945,,,,,,,,,,,,,,,,,,,"Brenden Dixon","sa3017397",686981
"Vincent Perozo","NYM",83,313,283,53,38,11,1,3,29,29,19,0,98,9,2,0,6,2,2,0.187279,0.0607029,0.313099,0.193878,0.258786,0.265018,0.23846,0.523804,0.0777385,3.75572,0.271739,,-0.854745,18.0269,-18.9565,52.2392,-0.854745,-9.8,-18.572564363479614,-4.04970645904541,-1.2491,999,,,,,,,161.8,1.94939759,161.8,1.94939759,,,,,,,,,,,,,,,,,,,"Vincent Perozo","sa3015188",691710
"Ryan Stafford","BAL",92,325,279,49,34,13,2,0,23,23,25,0,96,9,4,8,2,10,3,0.175627,0.0769231,0.295385,0.260417,0.26183,0.236559,0.231021,0.498389,0.0609319,5.95554,0.262032,,0.322534,16.7549,-21.6464,45.1296,0.322534,-8.7,-20.695589423179626,-2.7292470932006836,-1.25219,999,,,,,,,157.1,1.707608695,157.1,1.707608695,,,,,,,,,,,,,,,,,,,"Ryan Stafford","sa3025405",701696
"Tommy Sacco Jr.","HOU",114,457,414,78,59,12,2,5,34,34,36,0,134,3,2,2,9,9,3,0.188406,0.0787746,0.293217,0.268657,0.257143,0.263285,0.236267,0.520428,0.0748792,4.56276,0.263538,,-0.075516,25.5066,-28.4915,47.8746,-0.075516,5.2,-28.151703163981438,0.1625218391418457,-1.25435,999,,,,,,,241.7,2.120175438,241.7,2.120175438,,,,,,,,,,,,,,,,,,,"Tommy Sacco Jr.","sa3020125",690474
"Bryce Madron",,51,207,176,26,20,5,0,1,21,12,26,0,62,2,1,2,1,1,4,0.147727,0.125604,0.299517,0.419355,0.263415,0.193182,0.22131,0.456596,0.0454545,3.00345,0.219298,,-1.75495,9.03956,-15.4191,39.3376,-1.75495,-0.3,-16.63774025440216,-2.5817461609840393,-1.26177,999,,,,,,,68.2,1.337254901,68.2,1.337254901,,,,,,,,,,,,,,,,,,,"Bryce Madron","sa3025156",809244
"Cole Urman",,74,263,240,46,32,10,1,3,21,21,18,0,106,1,0,4,3,1,1,0.191667,0.0684411,0.403042,0.169811,0.250965,0.279167,0.237923,0.530132,0.0875,3.21734,0.328244,,-0.546203,15.0323,-16.0431,49.8841,-0.546203,-0.5,-16.080937445163727,-5.331716537475586,-1.26465,999,,,,,,,136.6,1.845945945,136.6,1.845945945,,,,,,,,,,,,,,,,,,,"Cole Urman","sa3023270",805366
"Abel Bastidas","DET",61,223,209,40,31,7,1,1,21,17,11,0,78,1,2,0,5,1,1,0.191388,0.0493274,0.349776,0.141026,0.233184,0.248804,0.215554,0.481988,0.0574163,3.95243,0.295455,,-0.493389,8.69612,-17.653,32.7801,-0.493389,-2.7,-18.160896480083466,-1.880629062652588,-1.26522,999,,,,,,,85.5,1.401639344,85.5,1.401639344,,,,,,,,,,,,,,,,,,,"Abel Bastidas","sa3015709",694201
"Josh Hatcher",,98,402,384,84,62,14,1,7,37,36,14,1,137,2,2,0,5,7,4,0.21875,0.0348259,0.340796,0.10219,0.248756,0.315104,0.245676,0.56386,0.0963542,4.41542,0.318182,,-0.746398,25.5079,-21.9915,55.1863,-0.746398,0.2,-21.979310274124146,-4.231216713786125,-1.26605,999,,,,,,,248.6,2.536734693,248.6,2.536734693,,,,,,,,,,,,,,,,,,,"Josh Hatcher","sa3020115",677049
"Carter Cunningham","TOR",98,405,355,63,39,10,2,12,50,43,42,0,162,4,4,0,2,6,3,0.177465,0.103704,0.4,0.259259,0.269136,0.31831,0.26292,0.587446,0.140845,5.54274,0.275676,,-0.589694,31.3684,-16.4855,66.2632,-0.589694,-2.2,-16.693619966506958,-9.64047646522522,-1.26813,999,,,,,,,292,2.979591836,292,2.979591836,,,,,,,,,,,,,,,,,,,"Carter Cunningham","sa3025170",701860
"Lyle Miller-Green","CHW",97,392,344,64,42,11,3,8,45,38,38,0,148,6,2,2,4,4,2,0.186047,0.0969388,0.377551,0.256757,0.276923,0.305233,0.262808,0.582156,0.119186,5.63159,0.294737,,-0.586779,30.3259,-15.9919,65.3253,-0.586779,-2.1,-16.607112884521484,-9.30164623260498,-1.27039,999,,,,,,,272.6,2.810309278,272.6,2.810309278,,,,,,,,,,,,,,,,,,,"Lyle Miller-Green","sa3025307",688509
"Johnfrank Salazar","STL",80,302,278,57,43,12,0,2,25,25,17,0,53,5,1,1,10,7,1,0.205036,0.0562914,0.175497,0.320755,0.262458,0.269784,0.240558,0.532243,0.0647482,4.36814,0.245536,,0.561374,17.9077,-17.7759,52.5232,0.561374,-0.5,-16.43210679292679,-6.048206806182861,-1.27202,999,,,,,,,171.3,2.14125,171.3,2.14125,,,,,,,,,,,,,,,,,,,"Johnfrank Salazar","sa3015643",692564
"Jose Sanabria",,74,277,252,47,39,6,1,1,23,17,20,0,92,1,1,3,10,4,3,0.186508,0.0722022,0.33213,0.217391,0.248175,0.230159,0.219341,0.478334,0.0436508,4.32004,0.2875,,-0.824652,11.6535,-21.0762,39.5792,-0.824652,-4.1,-20.660937070846558,-1.0466489791870117,-1.27806,999,,,,,,,105.9,1.431081081,105.9,1.431081081,,,,,,,,,,,,,,,,,,,"Jose Sanabria","sa3015595",692027
"Elvis Rijo",,44,155,136,21,15,6,0,0,8,13,7,0,45,8,1,3,7,1,2,0.154412,0.0451613,0.290323,0.155556,0.236842,0.198529,0.206357,0.435372,0.0441176,2.47955,0.228261,,-0.817085,4.88704,-13.4274,23.8762,-0.817085,-3.7,-14.723802149295807,-3.1304821372032166,-1.28089,999,,,,,,,40.3,0.91590909,40.3,0.91590909,,,,,,,,,,,,,,,,,,,"Elvis Rijo","sa3018975",804879
"Sam Shaw","TOR",72,317,284,52,34,10,2,6,35,30,30,1,83,2,1,0,4,4,0,0.183099,0.0946372,0.26183,0.361446,0.264984,0.295775,0.251304,0.560759,0.112676,5.53013,0.234694,,0.370891,21.5629,-15.8931,58.2616,0.370891,-9.4,-15.223486334085464,-8.235243558883667,-1.28383,999,,,,,,,207.6,2.883333333,207.6,2.883333333,,,,,,,,,,,,,,,,,,,"Sam Shaw","sa3022889",802511
"Brayan Buelvas","ATH",101,405,373,73,47,18,2,6,37,40,25,0,130,5,2,0,10,8,3,0.19571,0.0617284,0.320988,0.192308,0.254321,0.302949,0.247653,0.55727,0.107239,5.31453,0.280335,,-0.136881,26.3483,-21.5055,52.3234,-0.136881,-5.1,-22.89481733739376,-3.6119046211242676,-1.28579,999,,,,,,,252.6,2.500990099,252.6,2.500990099,,,,,,,,,,,,,,,,,,,"Brayan Buelvas","sa3008868",683454
"Harrison Spohn",,87,304,277,46,34,8,1,3,20,22,25,0,121,1,1,0,4,2,4,0.166065,0.0822368,0.398026,0.206612,0.236842,0.234657,0.216195,0.471499,0.0685921,3.07642,0.279221,,-1.63417,12.0131,-23.9068,32.3449,-1.63417,2.2,-26.010489583015442,3.31699001789093,-1.28702,999,,,,,,,108.3,1.244827586,108.3,1.244827586,,,,,,,,,,,,,,,,,,,"Harrison Spohn","sa3020093",695461
"Dyan Jorge","COL",116,474,435,100,84,14,1,1,52,33,30,0,106,3,2,4,14,12,7,0.229885,0.0632911,0.223629,0.283019,0.282979,0.273563,0.251452,0.556542,0.0436782,4.73303,0.3,,-1.23902,32.2992,-23.7075,44.1849,-1.23902,-1,-32.59528124332428,4.224867820739746,-1.28917,999,,,,,,,282.9,2.438793103,282.9,2.438793103,,,,,,,,,,,,,,,,,,,"Dyan Jorge","sa3018387",694170
"Edwin Amparo","BAL",89,346,310,58,40,11,1,6,30,28,29,1,116,3,1,3,3,16,9,0.187097,0.083815,0.33526,0.25,0.262391,0.287097,0.246798,0.549487,0.1,5.17964,0.275132,,-0.954375,22.2696,-18.613,55.9979,-0.954375,-6.9,-18.89849704504013,-5.6286890506744385,-1.29102,999,,,,,,,210,2.359550561,210,2.359550561,,,,,,,,,,,,,,,,,,,"Edwin Amparo","sa3018526",800348
"Joe Vetrano","LAD",100,404,371,75,50,14,3,8,38,39,30,0,131,2,1,0,3,9,3,0.202156,0.0742574,0.324257,0.229008,0.264851,0.320755,0.259626,0.585606,0.118598,5.48797,0.287554,,0.0301108,30.2105,-17.5252,63.9466,0.0301108,-1.5,-17.233088087290525,-8.922104835510254,-1.3008,999,,,,,,,286.6,2.866,286.6,2.866,,,,,,,,,,,,,,,,,,,"Joe Vetrano","sa3022501",694838
"Leandro Arias","BAL",88,345,308,61,46,11,0,4,28,28,24,0,71,5,3,5,7,3,4,0.198052,0.0695652,0.205797,0.338028,0.264706,0.272727,0.24329,0.537433,0.0746753,2.49909,0.241525,,-1.53319,21.2227,-19.5417,53.5815,-1.53319,-8,-20.407994627952576,-4.197089910507202,-1.30251,999,,,,,,,184.6,2.097727272,184.6,2.097727272,,,,,,,,,,,,,,,,,,,"Leandro Arias","sa3018433",703202
"Cody Schrier","MIA",75,295,273,54,40,7,2,5,31,27,17,0,86,4,1,0,6,12,2,0.197802,0.0576271,0.291525,0.197674,0.254237,0.29304,0.244271,0.547278,0.0952381,6.96998,0.26776,,1.17826,18.382,-16.4745,51.5779,1.17826,-1.4,-15.751847624778748,-6.819606184959412,-1.30517,999,,,,,,,188.3,2.510666666,188.3,2.510666666,,,,,,,,,,,,,,,,,,,"Cody Schrier","sa3041782",691794
"Arturo Disla","TEX",107,436,405,82,55,18,0,9,33,43,25,1,116,5,1,0,14,3,1,0.202469,0.0573394,0.266055,0.215517,0.256881,0.31358,0.251978,0.570461,0.111111,2.55454,0.259786,,-0.364058,29.8962,-21.6206,59.5276,-0.364058,1.4,-21.16186374425888,-6.609994530677795,-1.30606,999,,,,,,,283.9,2.653271028,283.9,2.653271028,,,,,,,,,,,,,,,,,,,"Arturo Disla","sa3022618",815697
"Dalvy Rosario","MIA",89,318,291,57,43,8,2,4,35,26,16,0,106,2,3,6,4,8,3,0.195876,0.0503145,0.333333,0.150943,0.240385,0.278351,0.230082,0.518735,0.0824742,6.48476,0.288043,,-0.0312541,16.1518,-21.4224,41.858,-0.0312541,2.1,-21.94472911208868,-1.4052910804748535,-1.30654,999,,,,,,,161.2,1.811235955,161.2,1.811235955,,,,,,,,,,,,,,,,,,,"Dalvy Rosario","sa3005712",672537
"Antonis Macias","TEX",107,445,384,82,63,16,1,2,37,32,46,0,99,5,5,5,8,2,4,0.213542,0.103371,0.222472,0.464646,0.302273,0.276042,0.265231,0.578314,0.0625,2.44903,0.277778,,-1.99066,35.3014,-17.2787,68.6569,-1.99066,-11.4,-18.42962884902954,-9.764932036399841,-1.31762,999,,,,,,,291.7,2.726168224,291.7,2.726168224,,,,,,,,,,,,,,,,,,,"Antonis Macias","sa3021057",805950
"Caleb Roberts","ARI",108,454,408,83,55,17,4,7,44,45,36,1,130,7,3,0,7,5,2,0.203431,0.0792952,0.286344,0.276923,0.277533,0.316176,0.264178,0.59371,0.112745,5.13635,0.277372,,-0.459397,35.6274,-18.0162,65.5715,-0.459397,-4,-18.984814375638962,-9.004409313201904,-1.31825,999,,,,,,,327.6,3.033333333,327.6,3.033333333,,,,,,,,,,,,,,,,,,,"Caleb Roberts","sa3016959",681134
"Skyler Messinger","COL",108,424,392,87,62,17,1,7,37,42,20,0,122,8,4,0,7,5,4,0.221939,0.0471698,0.287736,0.163934,0.271226,0.32398,0.262844,0.595206,0.102041,3.48578,0.299625,,-1.23222,32.814,-17.2849,51.9891,-1.23222,-3.2,-25.359012842178345,-1.6420929431915283,-1.31927,999,,,,,,,298.3,2.762037037,298.3,2.762037037,,,,,,,,,,,,,,,,,,,"Skyler Messinger","sa3019963",676038
"Dylan Dreiling","TEX",109,476,432,85,54,19,3,9,40,42,40,1,118,1,3,0,6,7,4,0.196759,0.0840336,0.247899,0.338983,0.264706,0.31713,0.257298,0.581836,0.12037,4.35025,0.246753,,-0.858627,34.695,-21.5481,63.1925,-0.858627,-9.7,-21.5084508061409,-7.95102858543396,-1.33787,999,,,,,,,325.9,2.989908256,325.9,2.989908256,,,,,,,,,,,,,,,,,,,"Dylan Dreiling","sa3025251",702662
"Jean Perez",,76,256,238,51,40,7,1,3,24,22,5,0,75,4,1,8,8,5,2,0.214286,0.0195312,0.292969,0.0666667,0.241935,0.289916,0.234286,0.531851,0.0756303,5.4042,0.298137,,-0.142517,13.8763,-16.372,32.4255,-0.142517,-1.9,-20.645497858524323,-0.9593768119812012,-1.33903,999,,,,,,,132.7,1.746052631,132.7,1.746052631,,,,,,,,,,,,,,,,,,,"Jean Perez","sa3011632",691685
"Arxy Hernandez","CHW",116,482,447,86,66,12,3,5,45,41,25,0,149,8,2,0,13,3,1,0.192394,0.0518672,0.309129,0.167785,0.246888,0.266219,0.230846,0.513107,0.0738255,4.54314,0.274576,,-0.463083,24.7804,-32.1716,43.3077,-0.463083,1.2,-32.66957265138626,2.9710171222686768,-1.3412,999,,,,,,,235.4,2.029310344,235.4,2.029310344,,,,,,,,,,,,,,,,,,,"Arxy Hernandez","sa3015693",694065
"Miguel Palma","NYY",62,239,218,42,30,8,0,4,19,23,17,0,58,3,1,0,6,0,0,0.192661,0.0711297,0.242678,0.293103,0.259414,0.284404,0.245018,0.543818,0.0917431,1.2224,0.242038,,-0.330084,15.0374,-13.2023,54.4558,-0.330084,-12.6,-13.159394145011902,-8.209200859069824,-1.34465,999,,,,,,,138,2.225806451,138,2.225806451,,,,,,,,,,,,,,,,,,,"Miguel Palma","sa3009279",682692
"Rafe Perich","TEX",99,406,363,67,50,12,1,4,33,30,37,1,106,3,3,0,8,3,0,0.184573,0.091133,0.261084,0.349057,0.263547,0.256198,0.236884,0.519745,0.0716253,3.85145,0.246094,,0.012451,22.8634,-25.1086,49.1296,0.012451,-4.3,-24.329950524494052,-2.8082306385040283,-1.34687,999,,,,,,,216,2.181818181,216,2.181818181,,,,,,,,,,,,,,,,,,,"Rafe Perich","sa3025368",825927
"Andy Garriola","CHC",106,418,387,71,43,17,1,10,40,44,20,0,120,7,3,1,9,4,1,0.183463,0.0478469,0.287081,0.166667,0.235012,0.310078,0.239977,0.545089,0.126615,4.27898,0.234615,,-0.0716345,24.5888,-24.8011,51.7691,-0.0716345,1.5,-23.96602652966976,-3.107583999633789,-1.34711,999,,,,,,,245.4,2.315094339,245.4,2.315094339,,,,,,,,,,,,,,,,,,,"Andy Garriola","sa3020458",696513
"Isaiah Drake","ATL",114,480,444,95,77,9,4,5,42,36,31,0,144,2,3,0,2,19,7,0.213964,0.0645833,0.3,0.215278,0.266667,0.286036,0.247121,0.552703,0.0720721,6.17457,0.302013,,0.207195,31.0203,-25.6954,54.4002,0.207195,-5.2,-25.734488174319267,-3.4363313913345337,-1.35064,999,,,,,,,299.4,2.626315789,299.4,2.626315789,,,,,,,,,,,,,,,,,,,"Isaiah Drake","sa3022507",806061
"Donta' Williams",,75,280,250,44,31,10,1,2,24,20,24,0,89,5,1,0,4,6,4,0.176,0.0857143,0.317857,0.269663,0.260714,0.248,0.234787,0.508714,0.072,4.77014,0.2625,,-0.83417,15.2911,-17.793,46.4417,-0.83417,-5,-18.607935309410095,-3.9711934328079224,-1.35702,999,,,,,,,137.1,1.828,137.1,1.828,,,,,,,,,,,,,,,,,,,"Donta' Williams","sa3017152",676024
"Teo Banks","WSN",68,183,166,27,22,3,1,1,15,11,9,0,52,3,1,4,1,2,1,0.162651,0.0491803,0.284153,0.173077,0.217877,0.210843,0.196541,0.42872,0.0481928,5.07438,0.22807,,-0.233974,4.31136,-17.3115,20.2421,-0.233974,-2.5,-17.532886296510696,-1.827601432800293,-1.3579,999,,,,,,,46,0.676470588,46,0.676470588,,,,,,,,,,,,,,,,,,,"Teo Banks","sa3026520",695493
"Modeifi Marte","ARI",93,373,345,77,58,15,1,3,31,32,21,1,74,4,3,0,8,4,2,0.223188,0.0563003,0.198391,0.283784,0.273458,0.298551,0.253693,0.572009,0.0753623,3.53423,0.273063,,-0.560372,26.0956,-17.9772,58.3889,-0.560372,0.1,-18.955885469913483,-6.752586744725704,-1.36062,999,,,,,,,240.6,2.587096774,240.6,2.587096774,,,,,,,,,,,,,,,,,,,"Modeifi Marte","sa3018445",800029
"Luis Sanchez","CHC",64,253,231,37,29,5,1,2,23,19,16,0,77,6,0,0,6,6,4,0.160173,0.0632411,0.304348,0.207792,0.233202,0.21645,0.209116,0.449652,0.0562771,5.43678,0.230263,,-0.774755,8.54348,-21.3504,30.6283,-0.774755,-1.1,-21.576377034187317,-0.17039978504180908,-1.36376,999,,,,,,,81.4,1.271875,81.4,1.271875,,,,,,,,,,,,,,,,,,,"Luis Sanchez","sa3067759",829829
"Colin Houck","NYM",120,502,460,84,55,17,4,8,55,44,33,0,204,5,4,0,7,6,3,0.182609,0.0657371,0.406375,0.161765,0.243028,0.28913,0.236818,0.532158,0.106522,6.07614,0.301587,,-0.642508,28.2427,-31.0725,51.1141,-0.642508,-2.2,-29.728368878364563,-0.35549676418304443,-1.36917,999,,,,,,,274.7,2.289166666,274.7,2.289166666,,,,,,,,,,,,,,,,,,,"Colin Houck","sa3022964",806124
"Alberto Rios","LAA",58,214,191,30,23,4,1,2,16,15,13,0,65,3,1,6,3,2,1,0.157068,0.0607477,0.303738,0.2,0.221154,0.219895,0.202493,0.441049,0.0628272,4.58273,0.224,,-0.266983,6.07584,-19.2099,22.8555,-0.266983,-5,-19.724681437015533,-1.0684890747070312,-1.37382,999,,,,,,,62.1,1.070689655,62.1,1.070689655,,,,,,,,,,,,,,,,,,,"Alberto Rios","sa3022441",814362
"Ryan Wrobleski",,64,246,225,42,30,7,1,4,20,23,14,1,84,6,1,0,7,6,1,0.186667,0.0569106,0.341463,0.166667,0.252033,0.28,0.23793,0.532033,0.0933333,5.3852,0.275362,,0.467001,14.0621,-15.0047,49.0199,0.467001,-4.9,-14.314144432544708,-7.611640214920044,-1.37701,999,,,,,,,142.4,2.225,142.4,2.225,,,,,,,,,,,,,,,,,,,"Ryan Wrobleski","sa3020239",696141
"Cam Fisher",,74,281,244,36,22,4,1,9,27,28,29,0,148,4,2,2,0,8,3,0.147541,0.103203,0.52669,0.195946,0.247312,0.282787,0.241162,0.530099,0.135246,5.83602,0.303371,,0.00835597,16.8002,-16.4021,51.2464,0.00835597,-3.9,-16.13839733786881,-6.997442722320557,-1.37756,999,,,,,,,165.3,2.233783783,165.3,2.233783783,,,,,,,,,,,,,,,,,,,"Cam Fisher","sa3022687",801176
"Jared McKenzie","WSN",93,368,346,70,49,13,3,5,36,34,12,0,130,5,2,3,5,6,3,0.202312,0.0326087,0.353261,0.0923077,0.238356,0.300578,0.236609,0.538934,0.0982659,5.9619,0.305164,,-0.464262,20.6415,-22.8405,47.6903,-0.464262,1.6,-23.279467076063156,-2.4564374685287476,-1.38045,999,,,,,,,201.8,2.169892473,201.8,2.169892473,,,,,,,,,,,,,,,,,,,"Jared McKenzie","sa3020273",686982
"Christopher Paciolla","CHC",63,251,235,40,28,10,0,2,16,20,10,0,89,5,1,0,6,3,2,0.170213,0.0398406,0.354582,0.11236,0.219124,0.238298,0.206485,0.457421,0.0680851,3.17682,0.262069,,-0.502907,7.93978,-21.7178,28.826,-0.502907,-1.1,-21.676242649555206,-0.17774838209152222,-1.38154,999,,,,,,,81.9,1.3,81.9,1.3,,,,,,,,,,,,,,,,,,,"Christopher Paciolla","sa3020138",800627
"Jackson Ross","WSN",88,340,309,56,34,14,2,6,33,29,24,0,121,2,3,2,9,3,1,0.18123,0.0705882,0.355882,0.198347,0.242604,0.297735,0.239533,0.540338,0.116505,5.0431,0.27027,,-0.205618,19.8781,-20.2955,49.6933,-0.205618,1.9,-20.477723956108093,-4.346325516700745,-1.38246,999,,,,,,,193.9,2.20340909,193.9,2.20340909,,,,,,,,,,,,,,,,,,,"Jackson Ross","sa3041172",824605
"Yhoswar Garcia",,87,325,300,60,48,9,2,1,33,22,16,0,74,2,2,5,5,27,9,0.2,0.0492308,0.227692,0.216216,0.24375,0.253333,0.22293,0.497083,0.0533333,7.38853,0.259912,,1.27863,14.6199,-23.7813,39.0537,1.27863,1.4,-22.197402358055115,-2.182451605796814,-1.38808,999,,,,,,,163,1.873563218,163,1.873563218,,,,,,,,,,,,,,,,,,,"Yhoswar Garcia","sa3015117",694070
"Carson Jones",,83,341,313,49,32,10,1,6,33,31,21,0,151,4,2,1,1,14,1,0.15655,0.0615836,0.442815,0.139073,0.217647,0.252396,0.211693,0.470043,0.0958466,7.04931,0.272152,,2.01419,12.2286,-28.0632,36.9023,2.01419,1.8,-23.345283031463623,-1.9588184356689453,-1.38812,999,,,,,,,151.3,1.822891566,151.3,1.822891566,,,,,,,,,,,,,,,,,,,"Carson Jones","sa3022652",687982
"Victor Figueroa","BAL",93,394,354,67,40,17,2,8,38,40,36,1,109,2,2,0,12,3,2,0.189266,0.0913706,0.27665,0.330275,0.266497,0.316384,0.258763,0.582882,0.127119,4.10418,0.246862,,-0.727364,29.1865,-17.3677,64.24,-0.727364,-2.6,-17.333391189575195,-9.838388919830322,-1.39257,999,,,,,,,271.2,2.916129032,271.2,2.916129032,,,,,,,,,,,,,,,,,,,"Victor Figueroa","sa3031322",809372
"Derlin Figueroa","KCR",122,508,462,92,68,14,2,8,49,40,35,1,135,3,4,4,4,10,3,0.199134,0.0688976,0.265748,0.259259,0.257937,0.290043,0.243889,0.54798,0.0909091,5.10995,0.260062,,0.0782723,31.4967,-28.5274,49.533,0.0782723,-2.9,-30.138175576925278,-1.033450961112976,-1.40036,999,,,,,,,305,2.5,305,2.5,,,,,,,,,,,,,,,,,,,"Derlin Figueroa","sa3015851",700283
"Haydn McGeary","CHC",99,398,353,69,49,12,1,7,32,38,38,1,141,4,3,0,8,3,0,0.195467,0.0954774,0.354271,0.269504,0.278894,0.294618,0.258392,0.573512,0.0991501,3.61498,0.298077,,0.00584931,29.363,-17.6638,64.3841,0.00584931,0,-16.79462295398116,-10.236625671386719,-1.41086,999,,,,,,,271.4,2.741414141,271.4,2.741414141,,,,,,,,,,,,,,,,,,,"Haydn McGeary","sa3020133",702333
"Nolan Clifford",,69,231,205,40,34,5,1,0,17,15,19,0,65,4,1,2,3,2,3,0.195122,0.0822511,0.281385,0.292308,0.275109,0.229268,0.235255,0.504377,0.0341463,3.32284,0.283688,,-1.20485,12.703,-14.5914,33.0894,-1.20485,-4.5,-19.5238094329834,-1.9537036418914795,-1.4111,999,,,,,,,103.6,1.501449275,103.6,1.501449275,,,,,,,,,,,,,,,,,,,"Nolan Clifford","sa3025670",823089
"Reylin Perez","HOU",66,231,209,37,24,10,1,2,19,17,14,0,103,2,2,4,1,5,3,0.177033,0.0606061,0.445887,0.135922,0.23348,0.263158,0.222386,0.496638,0.0861244,5.30956,0.330189,,-0.492619,10.2894,-17.005,37.4863,-0.492619,-5.1,-17.512617468833923,-4.251234471797943,-1.41326,999,,,,,,,100.8,1.527272727,100.8,1.527272727,,,,,,,,,,,,,,,,,,,"Reylin Perez","sa3019204",800139
"Johnny Olmstead","MIA",122,486,445,88,58,18,3,9,60,48,30,0,101,5,3,3,5,13,6,0.197753,0.0617284,0.207819,0.29703,0.254658,0.31236,0.250849,0.567018,0.114607,6.33609,0.233728,,-0.47106,32.8791,-24.5456,56.0839,-0.47106,-9.6,-25.767225056886673,-4.242857456207275,-1.41608,999,,,,,,,314.6,2.578688524,314.6,2.578688524,,,,,,,,,,,,,,,,,,,"Johnny Olmstead","sa3022494",675394
"Jose Perez","TBR",62,216,188,34,29,3,1,1,18,15,19,0,52,4,2,3,5,3,2,0.180851,0.087963,0.240741,0.365385,0.267606,0.223404,0.230023,0.49101,0.0425532,4.28371,0.240876,,-0.562322,10.9606,-14.5614,42.1159,-0.562322,-3.6,-15.298517286777496,-5.980952262878418,-1.41653,999,,,,,,,95.3,1.537096774,95.3,1.537096774,,,,,,,,,,,,,,,,,,,"Jose Perez","sa3016162",699077
