Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Nelly Taylor","BOS",114,493,436,85,54,23,3,5,51,42,51,1,155,3,3,0,6,14,8,0.194954,0.103448,0.314402,0.329032,0.281947,0.295872,0.260418,0.577819,0.100917,5.67092,0.286738,,-1.18252,37.1829,-21.0689,59.7402,-1.18252,-4.7,-24.57581102848053,-2.8885653018951416,-1.07388,999,,,,,,,337,2.95614035,337,2.95614035,,,,,,,,,,,,,,,,,,,"Nelly Taylor","sa3023426",807511
"T.J. Schofield-Sam",,115,487,449,102,75,20,3,4,43,55,17,1,124,17,4,0,7,2,2,0.227171,0.0349076,0.25462,0.137097,0.279261,0.311804,0.262272,0.591065,0.0846325,3.77967,0.301538,,-1.13202,37.4634,-20.0794,62.394,-1.13202,4.4,-22.717336893081665,-4.546943187713623,-1.07454,999,,,,,,,335.1,2.913913043,335.1,2.913913043,,,,,,,,,,,,,,,,,,,"T.J. Schofield-Sam","sa3011501",672013
"Diego Mosquera","NYM",71,253,229,46,40,5,1,0,15,17,16,0,56,5,0,3,7,3,3,0.200873,0.0632411,0.221344,0.285714,0.268,0.231441,0.231262,0.499441,0.0305677,3.18836,0.265896,,-1.03125,13.0927,-16.8012,47.3084,-1.03125,0.7,-16.831210374832153,-2.0888007283210754,-1.07455,999,,,,,,,109.1,1.536619718,109.1,1.536619718,,,,,,,,,,,,,,,,,,,"Diego Mosquera","sa3016825",699305
"Thomas Sosa","BAL",81,332,307,61,40,12,2,7,33,33,20,0,103,4,1,0,3,5,4,0.198697,0.060241,0.310241,0.194175,0.256024,0.319218,0.254424,0.575242,0.120521,4.7909,0.272727,,-1.06058,23.4243,-15.8041,61.2516,-1.06058,-2.1,-16.22284984588623,-5.7596118450164795,-1.07997,999,,,,,,,216.9,2.677777777,216.9,2.677777777,,,,,,,,,,,,,,,,,,,"Thomas Sosa","sa3018566",800449
"Kyle Dernedde","CLE",72,250,226,41,33,7,0,1,18,18,14,0,105,6,4,0,2,2,0,0.181416,0.056,0.42,0.133333,0.244,0.225664,0.215739,0.469664,0.0442478,3.38441,0.322581,,0.0501113,9.78663,-19.7528,34.3431,0.0501113,-0.8,-19.29597333818674,0.11857730150222778,-1.08173,999,,,,,,,97.1,1.348611111,97.1,1.348611111,,,,,,,,,,,,,,,,,,,"Kyle Dernedde","sa3066528",686952
"Anthony Scull","LAA",115,515,475,103,75,17,1,10,54,57,22,0,136,12,4,2,11,6,6,0.216842,0.0427184,0.264078,0.161765,0.267057,0.32,0.259847,0.587057,0.103158,3.90331,0.279279,,-1.97669,38.6034,-22.2478,62.3647,-1.97669,-5.4,-24.820829272270203,-3.5077308416366577,-1.08483,999,,,,,,,347.4,3.020869565,347.4,3.020869565,,,,,,,,,,,,,,,,,,,"Anthony Scull","sa3017988",703430
"Marvin Alcantara","BOS",123,504,471,105,87,14,2,2,48,38,27,0,100,3,3,0,6,5,3,0.22293,0.0535714,0.198413,0.27,0.267857,0.273885,0.242812,0.541743,0.0509554,3.99157,0.276882,,-1.00095,30.8078,-28.7437,47.6115,-1.00095,-1.4,-32.120933413505554,4.155555367469788,-1.08641,999,,,,,,,278.9,2.267479674,278.9,2.267479674,,,,,,,,,,,,,,,,,,,"Marvin Alcantara","sa3018558",800421
"Bryce Willits",,90,356,324,65,51,10,1,3,30,28,27,0,86,2,2,1,4,3,2,0.200617,0.0758427,0.241573,0.313953,0.264789,0.265432,0.240376,0.530221,0.0648148,3.53637,0.261603,,-0.747169,21.057,-21.0071,49.8725,-0.747169,-2.4,-21.78004938364029,-1.091946005821228,-1.08646,999,,,,,,,190,2.111111111,190,2.111111111,,,,,,,,,,,,,,,,,,,"Bryce Willits","sa3020352",801600
"Alex Ramírez",,108,441,406,81,62,14,1,4,46,33,32,0,117,2,1,0,9,19,6,0.199507,0.0725624,0.265306,0.273504,0.260771,0.268473,0.239325,0.529244,0.0689655,5.64225,0.269231,,0.709135,25.7085,-26.399,52.8316,0.709135,3.5,-23.944671273231506,-1.3611111640930176,-1.08795,999,,,,,,,252.8,2.34074074,252.8,2.34074074,,,,,,,,,,,,,,,,,,,"Alex Ramirez","sa3014695",691267
"Samuel Munoz","LAD",117,515,465,93,61,16,4,12,53,49,42,1,139,2,6,0,7,9,4,0.2,0.0815534,0.269903,0.302158,0.266019,0.329032,0.261556,0.595052,0.129032,5.27186,0.253125,,-0.524643,39.3179,-21.5334,65.2686,-0.524643,-0.4,-21.724058628082275,-6.076807886362076,-1.09134,999,,,,,,,375.7,3.211111111,375.7,3.211111111,,,,,,,,,,,,,,,,,,,"Samuel Munoz","sa3018407",703153
"Hudson White","BOS",68,265,241,41,32,5,2,2,17,19,17,0,77,4,2,1,8,0,0,0.170124,0.0641509,0.290566,0.220779,0.234848,0.232365,0.213579,0.467214,0.0622407,2.69196,0.237805,,-0.349889,9.90901,-21.4028,27.4742,-0.349889,-1.7,-23.002112329006195,3.16845965385437,-1.09605,999,,,,,,,96.3,1.41617647,96.3,1.41617647,,,,,,,,,,,,,,,,,,,"Hudson White","sa3025357",695742
"Cody Morissette","MIA",103,410,372,69,47,14,1,7,40,37,28,1,113,3,4,3,5,9,2,0.185484,0.0682927,0.27561,0.247788,0.2457,0.284946,0.235673,0.530647,0.0994624,5.28495,0.242188,,0.472636,22.6857,-25.759,45.6878,0.472636,0,-25.919573545455933,1.5064667463302612,-1.10214,999,,,,,,,231,2.242718446,231,2.242718446,,,,,,,,,,,,,,,,,,,"Cody Morissette","sa3017158",681357
"Tyler Wilson","NYY",88,359,328,70,57,9,0,4,33,29,29,1,95,1,1,0,3,6,6,0.213415,0.0807799,0.264624,0.305263,0.278552,0.277439,0.250833,0.555991,0.0640244,3.02458,0.286957,,-1.82485,24.2824,-18.1362,58.4612,-1.82485,0.2,-19.40087103843689,-3.757231041789055,-1.10517,999,,,,,,,212.3,2.4125,212.3,2.4125,,,,,,,,,,,,,,,,,,,"Tyler Wilson","sa3025244",694834
"Jalen Vasquez",,88,315,284,51,35,11,2,3,29,22,27,0,101,1,1,2,3,7,5,0.179577,0.0857143,0.320635,0.267327,0.252396,0.264085,0.234278,0.516481,0.084507,5.34813,0.265193,,-1.06349,17.0724,-20.1473,47.3735,-1.06349,-2.2,-20.60184121131897,-1.0425926446914673,-1.10525,999,,,,,,,156.4,1.777272727,156.4,1.777272727,,,,,,,,,,,,,,,,,,,"Jalen Vasquez","sa3022920",694884
"Anderdson Rojas","ARI",120,490,443,92,72,15,3,2,52,34,30,0,95,2,4,11,11,13,6,0.207675,0.0612245,0.193878,0.315789,0.258873,0.268623,0.236596,0.527496,0.0609481,5.896,0.257143,,-0.543678,27.4793,-30.418,46.6768,-0.543678,2.6,-31.51122260093689,4.400411486625671,-1.10583,999,,,,,,,255.5,2.129166666,255.5,2.129166666,,,,,,,,,,,,,,,,,,,"Anderdson Rojas","sa3015818",699232
"Chase Valentine","SDP",81,275,246,44,33,8,1,2,27,20,19,0,112,3,2,5,4,5,5,0.178862,0.0690909,0.407273,0.169643,0.244444,0.243902,0.22259,0.488347,0.0650406,4.9159,0.313433,,-1.41068,12.2948,-20.1986,41.8049,-1.41068,-0.6,-20.378333806991577,0.4104349613189697,-1.10688,999,,,,,,,109.6,1.353086419,109.6,1.353086419,,,,,,,,,,,,,,,,,,,"Chase Valentine","sa3020002",701106
"Miguel Santos",,78,327,298,60,48,7,2,3,23,28,18,0,73,7,2,2,9,5,2,0.201342,0.0550459,0.223242,0.246575,0.261538,0.268456,0.239701,0.529995,0.0671141,4.52227,0.254464,,-0.300957,19.1626,-19.4749,49.4078,-0.300957,-3.5,-19.799579739570618,-2.298500895500183,-1.1094,999,,,,,,,176.8,2.266666666,176.8,2.266666666,,,,,,,,,,,,,,,,,,,"Miguel Santos","sa3025631",801533
"Jackson Feltner",,68,254,225,38,24,7,1,6,23,26,21,0,103,6,1,1,3,0,1,0.168889,0.0826772,0.405512,0.203883,0.256917,0.288889,0.247451,0.545806,0.12,3.16211,0.273504,,-0.746203,16.4829,-13.5291,54.1128,-0.746203,-0.1,-14.560219049453735,-4.76637277752161,-1.11275,999,,,,,,,148.4,2.182352941,148.4,2.182352941,,,,,,,,,,,,,,,,,,,"Jackson Feltner","sa3022568",801822
"David Mershon","LAA",91,351,308,55,40,12,2,1,29,22,37,0,103,1,1,4,4,13,3,0.178571,0.105413,0.293447,0.359223,0.268012,0.24026,0.23583,0.508271,0.0616883,5.8474,0.263415,,0.856517,19.4659,-22.0074,45.8203,0.856517,-5.3,-21.557325661182404,-1.430952548980713,-1.11597,999,,,,,,,185.9,2.042857142,185.9,2.042857142,,,,,,,,,,,,,,,,,,,"David Mershon","sa3025335",702574
"Lizandro Espinoza","ATL",109,431,396,72,46,14,2,10,48,42,23,0,147,5,3,4,7,10,7,0.181818,0.0533643,0.341067,0.156463,0.234192,0.30303,0.236946,0.537222,0.121212,5.95079,0.256198,,-1.35515,24.2932,-26.6328,47.4301,-1.35515,-1.8,-28.209116578102112,2.9508817195892334,-1.11713,999,,,,,,,236.6,2.170642201,236.6,2.170642201,,,,,,,,,,,,,,,,,,,"Lizandro Espinoza","sa3015611",692371
"Jack Moss","CIN",57,204,185,42,36,6,0,0,17,14,15,0,47,1,3,0,7,0,0,0.227027,0.0735294,0.230392,0.319149,0.284314,0.259459,0.246925,0.543773,0.0324324,1.38189,0.297872,,-0.343287,13.1512,-10.953,49.8569,-0.343287,0,-12.466991990804672,-5.246913433074951,-1.11795,999,,,,,,,115.6,2.028070175,115.6,2.028070175,,,,,,,,,,,,,,,,,,,"Jack Moss","sa3022598",694380
"Ethan Hearn",,84,319,294,52,34,9,2,7,29,33,19,0,124,5,1,0,3,3,1,0.176871,0.0595611,0.388715,0.153226,0.238245,0.292517,0.236519,0.530762,0.115646,4.97998,0.27439,,-0.192414,17.8696,-19.8227,49.4005,-0.192414,-8.1,-19.323144108057022,-2.2394771575927734,-1.12026,999,,,,,,,175.4,2.088095238,175.4,2.088095238,,,,,,,,,,,,,,,,,,,"Ethan Hearn","sa3011502",683001
"Leandro Pineda","WSN",107,415,374,76,51,17,2,6,40,38,29,1,111,8,4,0,5,4,1,0.203209,0.0698795,0.26747,0.261261,0.272289,0.307487,0.258016,0.579776,0.104278,4.50069,0.268199,,-0.183863,30.4905,-18.5449,62.3545,-0.183863,-1.5,-18.700216591358185,-6.074514865875244,-1.12212,999,,,,,,,284.5,2.658878504,284.5,2.658878504,,,,,,,,,,,,,,,,,,,"Leandro Pineda","sa3008905",683610
"Boston Baro","NYM",106,451,420,88,64,16,4,4,45,37,25,1,104,2,4,0,7,13,1,0.209524,0.0554324,0.230599,0.240385,0.254989,0.295238,0.242294,0.550227,0.0857143,6.60234,0.265823,,1.59633,27.3787,-25.9104,54.8655,1.59633,-8.5,-22.529320240020752,-3.5286598205566406,-1.13087,999,,,,,,,282.5,2.665094339,282.5,2.665094339,,,,,,,,,,,,,,,,,,,"Boston Baro","sa3022962",805951
"Korey Holland",,90,335,314,64,41,15,2,6,27,30,17,0,135,1,2,1,5,7,2,0.203822,0.0507463,0.402985,0.125926,0.245509,0.321656,0.247989,0.567165,0.117834,5.39209,0.331429,,0.191467,21.8856,-17.6973,54.1959,0.191467,-1,-17.893677458167076,-4.692680835723877,-1.13119,999,,,,,,,217.4,2.415555555,217.4,2.415555555,,,,,,,,,,,,,,,,,,,"Korey Holland","sa3008249",680690
"Sonny DiChiara",,75,308,272,51,34,10,0,7,23,32,28,0,116,6,2,0,5,0,0,0.1875,0.0909091,0.376623,0.241379,0.275974,0.301471,0.261293,0.577445,0.113971,0.906746,0.291391,,-0.448914,23.4486,-12.944,63.3607,-0.448914,0,-13.74949198961258,-7.921810626983643,-1.13264,999,,,,,,,210.4,2.805333333,210.4,2.805333333,,,,,,,,,,,,,,,,,,,"Sonny DiChiara","sa3019866",800685
"Raudelis Martinez","BOS",78,305,268,54,42,8,1,3,23,24,23,0,49,3,3,8,6,2,1,0.201493,0.0754098,0.160656,0.469388,0.26936,0.272388,0.245267,0.541748,0.0708955,3.26888,0.232877,,-0.458431,19.2516,-16.7865,49.3028,-0.458431,2.7,-18.682954728603363,-2.9033215045928955,-1.13451,999,,,,,,,170.5,2.185897435,170.5,2.185897435,,,,,,,,,,,,,,,,,,,"Raudelis Martinez","sa3016835",696020
"Kalae Harrison",,51,178,165,28,22,5,0,1,18,11,10,0,53,1,1,1,2,5,1,0.169697,0.0561798,0.297753,0.188679,0.220339,0.218182,0.199701,0.438521,0.0484848,5.4394,0.241071,,0.372627,4.65027,-16.3818,20.5034,0.372627,-1.3,-16.398523151874542,-0.6459729075431824,-1.13796,999,,,,,,,55.4,1.086274509,55.4,1.086274509,,,,,,,,,,,,,,,,,,,"Kalae Harrison","sa3023054",695013
"Jake Gatewood",,84,326,300,52,29,13,1,9,32,36,19,0,125,4,1,2,6,2,3,0.173333,0.0582822,0.383436,0.152,0.231481,0.313333,0.240164,0.544815,0.14,3.90794,0.257485,,-1.17184,19.2266,-19.2929,51.1121,-1.17184,-3.6,-19.955991983413696,-2.4021750688552856,-1.13953,999,,,,,,,183.6,2.185714285,183.6,2.185714285,,,,,,,,,,,,,,,,,,,"Jake Gatewood","sa828685",656449
"R.J. Yeager",,103,412,379,81,59,14,1,7,47,41,21,0,75,7,4,1,8,4,2,0.21372,0.0509709,0.182039,0.28,0.265207,0.311346,0.255504,0.576552,0.0976253,4.28848,0.245847,,-0.59338,29.43,-19.251,62.7619,-0.59338,1.5,-18.77695119380951,-6.069077014923096,-1.13963,999,,,,,,,272.7,2.647572815,272.7,2.647572815,,,,,,,,,,,,,,,,,,,"R.J. Yeager","sa3019840",694271
"Ethan Long","SDP",53,210,190,32,25,4,0,3,16,16,17,0,86,2,1,0,3,0,0,0.168421,0.0809524,0.409524,0.197674,0.242857,0.236842,0.220857,0.479699,0.0684211,1.28416,0.284314,,-0.290474,9.09335,-15.7198,40.618,-0.290474,0.8,-15.070271223783493,-3.05802458524704,-1.13992,999,,,,,,,86,1.622641509,86,1.622641509,,,,,,,,,,,,,,,,,,,"Ethan Long","sa3022961",690994
"Maick Collado","CLE",87,351,318,68,54,10,1,3,28,26,26,1,67,2,4,1,8,2,1,0.213836,0.0740741,0.190883,0.38806,0.274286,0.279874,0.248131,0.55416,0.0660377,3.17987,0.257937,,-0.544253,22.9713,-18.5021,56.6563,-0.544253,1.7,-18.47528702020645,-4.748412847518921,-1.14005,999,,,,,,,210.7,2.42183908,210.7,2.42183908,,,,,,,,,,,,,,,,,,,"Maick Collado","sa3015534",691408
"Sean Barnett","SDP",75,252,227,41,28,7,1,5,25,26,16,0,113,8,1,0,3,1,1,0.180617,0.0634921,0.448413,0.141593,0.257937,0.286344,0.246367,0.54428,0.105727,4.07773,0.327273,,-0.552804,16.1313,-13.6445,58.0929,-0.552804,0,-13.069290578365326,-6.481481552124023,-1.14249,999,,,,,,,146.7,1.956,146.7,1.956,,,,,,,,,,,,,,,,,,,"Sean Barnett","sa3025496",826141
"Jaylen Palmer",,116,433,387,68,46,12,1,9,45,42,39,0,195,6,1,0,5,12,5,0.175711,0.0900693,0.450346,0.2,0.26097,0.281654,0.246736,0.542624,0.105943,5.22989,0.320652,,-0.248339,27.8475,-23.3148,56.3995,-0.248339,1.8,-22.623892068862915,-2.9729278087615967,-1.14496,999,,,,,,,262.7,2.264655172,262.7,2.264655172,,,,,,,,,,,,,,,,,,,"Jaylen Palmer","sa3008297",681941
"Wes Kath","CHW",91,356,327,59,39,12,1,7,33,34,21,0,159,6,1,1,4,2,1,0.180428,0.0589888,0.446629,0.132075,0.242254,0.287462,0.237009,0.529715,0.107034,4.04175,0.320988,,-0.445228,20.0838,-21.9803,47.5531,-0.445228,5.5,-22.4513141810894,-1.0402703285217285,-1.14985,999,,,,,,,191.7,2.106593406,191.7,2.106593406,,,,,,,,,,,,,,,,,,,"Wes Kath","sa3017172",695770
"Connor Scott","KCR",74,281,263,52,33,14,2,3,25,27,15,0,78,1,2,0,3,3,3,0.197719,0.0533808,0.27758,0.192308,0.241993,0.30038,0.238512,0.542373,0.102662,4.65994,0.266304,,-0.952034,16.1957,-17.0066,49.7283,-0.952034,0.2,-17.694679260253906,-2.8974426239728928,-1.15032,999,,,,,,,153.7,2.077027027,153.7,2.077027027,,,,,,,,,,,,,,,,,,,"Connor Scott","sa3008080",669002
"Eduardo Guerrero","LAD",104,395,341,66,54,7,3,2,38,27,42,0,87,5,3,4,7,4,3,0.193548,0.106329,0.220253,0.482759,0.289003,0.249267,0.250373,0.538269,0.0557185,4.53562,0.25098,,-1.09532,26.5699,-20.1024,57.6077,-1.09532,-7.8,-20.941571593284607,-3.445943832397461,-1.15058,999,,,,,,,225,2.163461538,225,2.163461538,,,,,,,,,,,,,,,,,,,"Eduardo Guerrero","sa3018536",800370
"Luis Valdez",,77,256,236,48,37,7,3,1,31,16,11,0,88,2,2,5,2,19,5,0.20339,0.0429688,0.34375,0.125,0.243028,0.271186,0.228104,0.514214,0.0677966,9.00741,0.315436,,1.42233,12.5915,-17.6568,43.1207,1.42233,-1.5,-15.739628911018372,-4.321869373321533,-1.15106,999,,,,,,,140.7,1.827272727,140.7,1.827272727,,,,,,,,,,,,,,,,,,,"Luis Valdez","sa3016076",687667
"Spencer Nivens","KCR",117,483,432,89,62,16,2,9,45,44,45,1,130,1,5,0,3,7,3,0.206019,0.0931677,0.269151,0.346154,0.279503,0.314815,0.264301,0.594318,0.108796,4.27769,0.268456,,-0.534931,37.9514,-19.1187,63.5945,-0.534931,-1.3,-21.259580552577972,-6.624074220657349,-1.152,999,,,,,,,351.7,3.005982905,351.7,3.005982905,,,,,,,,,,,,,,,,,,,"Spencer Nivens","sa3022697",811289
"Alexis Hernandez","CHC",69,277,252,44,33,7,1,3,28,20,21,0,92,2,1,1,8,7,2,0.174603,0.0758123,0.33213,0.228261,0.242754,0.246032,0.222991,0.488785,0.0714286,5.78077,0.259494,,0.211272,12.4744,-20.2553,40.1331,0.211272,-4.1,-19.44316640496254,-1.0466489791870117,-1.15347,999,,,,,,,125.3,1.815942028,125.3,1.815942028,,,,,,,,,,,,,,,,,,,"Alexis Hernandez","sa3018413",703161
"Cal Conley","ATL",127,528,486,102,81,15,3,3,54,39,29,0,121,4,3,6,11,16,6,0.209877,0.0549242,0.229167,0.239669,0.258621,0.271605,0.237666,0.530226,0.0617284,6.02208,0.271233,,-0.00969475,30.069,-32.3183,47.923,-0.00969475,-2.2,-32.59892052039504,3.6201059818267822,-1.1676,999,,,,,,,286.6,2.256692913,286.6,2.256692913,,,,,,,,,,,,,,,,,,,"Cal Conley","sa3017080",695462
"Won-Bin Cho","STL",103,418,376,79,60,14,1,4,41,34,32,1,129,4,2,4,1,12,4,0.210106,0.076555,0.308612,0.248062,0.277778,0.284574,0.253101,0.562352,0.0744681,5.15018,0.306122,,0.134772,29.0429,-20.3471,61.1153,0.134772,-7.8,-19.12933124601841,-6.26413893699646,-1.17521,999,,,,,,,269.9,2.620388349,269.9,2.620388349,,,,,,,,,,,,,,,,,,,"Won-Bin Cho","sa3019526",800231
"Jeremy De La Rosa",,86,348,324,66,43,14,2,7,31,34,21,0,121,1,2,0,2,7,5,0.203704,0.0603448,0.347701,0.173554,0.252874,0.324074,0.253289,0.576948,0.12037,4.76752,0.29798,,-1.0767,24.2324,-16.8865,59.1163,-1.0767,-1.3,-17.939257621765137,-5.135978698730469,-1.17631,999,,,,,,,228.7,2.659302325,228.7,2.659302325,,,,,,,,,,,,,,,,,,,"Jeremy De La Rosa","sa3011329",682707
"Victor Acosta","CIN",101,414,362,68,53,11,2,2,38,35,27,0,106,14,1,10,6,7,3,0.187845,0.0652174,0.256039,0.254717,0.269802,0.245856,0.239021,0.515658,0.0580111,5.11504,0.258824,,-0.449109,24.0324,-24.8848,44.4424,-0.449109,0.9,-27.70987632870674,2.421164035797119,-1.17811,999,,,,,,,208.8,2.067326732,208.8,2.067326732,,,,,,,,,,,,,,,,,,,"Victor Acosta","sa3015705",694193
"Zach Arnold","PHI",87,327,307,58,41,8,0,9,31,36,13,0,109,5,2,0,2,4,1,0.188925,0.0397554,0.333333,0.119266,0.232416,0.302932,0.235876,0.535348,0.114007,3.87575,0.256545,,0.000983899,18.147,-20.4906,45.5571,0.000983899,-2.5,-21.099058443680406,-1.298500895500183,-1.17845,999,,,,,,,184.4,2.119540229,184.4,2.119540229,,,,,,,,,,,,,,,,,,,"Zach Arnold","sa3022593",689984
"Angel Tejada",,71,222,211,40,30,7,1,2,21,17,7,0,58,2,1,1,8,11,4,0.189573,0.0315315,0.261261,0.12069,0.221719,0.260664,0.213483,0.482383,0.0710901,6.73017,0.25,,0.304465,8.28392,-17.9471,33.0489,0.304465,0.5,-17.21348461508751,-1.9470899105072021,-1.17861,999,,,,,,,94.5,1.330985915,94.5,1.330985915,,,,,,,,,,,,,,,,,,,"Angel Tejada","sa3015744",698941
"Kevin Rivas","CLE",45,146,130,19,14,3,1,1,10,9,13,0,79,2,1,0,0,1,1,0.146154,0.0890411,0.541096,0.164557,0.232877,0.207692,0.206612,0.440569,0.0615385,4.74727,0.352941,,-0.400966,4.63341,-12.6176,28.0553,-0.400966,-1.1,-12.78106039762497,-3.7822457551956177,-1.1805,999,,,,,,,44.3,0.984444444,44.3,0.984444444,,,,,,,,,,,,,,,,,,,"Kevin Rivas","sa3015539",691422
"Alexander Ramirez",,83,308,288,53,35,9,1,8,36,33,15,0,157,3,1,1,3,6,4,0.184028,0.0487013,0.50974,0.0955414,0.23127,0.305556,0.236398,0.536826,0.121528,5.91228,0.362903,,-0.787958,17.2233,-19.1693,46.2117,-0.787958,1.5,-20.3138769865036,-1.895061731338501,-1.18765,999,,,,,,,170,2.048192771,170,2.048192771,,,,,,,,,,,,,,,,,,,"Alexander Ramirez","sa3008757",682643
"Kamren James","TBR",72,269,245,48,37,6,1,4,25,25,14,0,90,6,1,3,4,2,2,0.195918,0.0520446,0.334572,0.155556,0.255639,0.277551,0.24026,0.53319,0.0816327,3.98112,0.289474,,-0.79533,15.8858,-15.8986,49.1678,-0.79533,-1,-16.911584854125977,-3.96516752243042,-1.18869,999,,,,,,,142.7,1.981944444,142.7,1.981944444,,,,,,,,,,,,,,,,,,,"Kamren James","sa3020201",687553
"Brenny Escanio",,92,337,302,56,45,7,2,2,31,22,30,0,107,1,2,2,7,7,5,0.18543,0.0890208,0.317507,0.280374,0.259701,0.241722,0.230396,0.501423,0.0562914,4.93701,0.276923,,-1.14931,17.2025,-22.6166,44.3829,-1.14931,-3.7,-23.240078806877136,0.014726638793945312,-1.18952,999,,,,,,,154.4,1.678260869,154.4,1.678260869,,,,,,,,,,,,,,,,,,,"Brenny Escanio","sa3015565",691601
"Reginald Preciado","CHC",87,335,313,60,46,10,1,3,29,26,15,1,110,4,1,2,8,5,3,0.191693,0.0447761,0.328358,0.136364,0.237237,0.258786,0.221014,0.496023,0.0670926,4.47797,0.283582,,-0.651059,14.5486,-25.0342,38.7788,-0.651059,0.9,-24.958596169948578,2.130893588066101,-1.19523,999,,,,,,,144,1.655172413,144,1.655172413,,,,,,,,,,,,,,,,,,,"Reginald Preciado","sa3014702",691262
"Brandon Pimentel","WSN",84,331,310,67,49,13,1,4,28,35,9,0,92,10,2,0,7,3,1,0.216129,0.0271903,0.277946,0.0978261,0.259819,0.303226,0.249828,0.563045,0.0870968,4.1068,0.291667,,-0.258431,22.1185,-16.9917,56.7455,-0.258431,0.6,-17.22733947634697,-5.480981707572937,-1.19663,999,,,,,,,206.1,2.453571428,206.1,2.453571428,,,,,,,,,,,,,,,,,,,"Brandon Pimentel","sa3022678",699615
"Nazzan Zanetello","BOS",85,370,330,56,36,12,1,7,40,34,33,0,165,6,1,0,3,6,2,0.169697,0.0891892,0.445946,0.2,0.256757,0.275758,0.242673,0.532514,0.106061,5.29306,0.308176,,-0.11416,22.5751,-21.1433,47.5158,-0.11416,-2.8,-23.001920364797115,-1.4405055046081543,-1.19784,999,,,,,,,212.7,2.502352941,212.7,2.502352941,,,,,,,,,,,,,,,,,,,"Nazzan Zanetello","sa3022893",805801
"Jackson Hornung","TOR",102,423,387,83,57,16,3,7,45,44,29,0,151,4,3,0,9,3,0,0.21447,0.0685579,0.356974,0.192053,0.274232,0.325581,0.26545,0.599813,0.111111,5.27701,0.327586,,0.00584931,33.6314,-16.3493,68.006,0.00584931,-2.6,-15.94489436969161,-10.371163845062256,-1.2029,999,,,,,,,311.8,3.056862745,311.8,3.056862745,,,,,,,,,,,,,,,,,,,"Jackson Hornung","sa3022704",814408
"Alex Mooney","CLE",114,443,390,73,51,17,1,4,45,35,34,1,151,6,5,8,5,13,3,0.187179,0.0767494,0.340858,0.225166,0.25977,0.266667,0.237724,0.526437,0.0794872,5.75618,0.2875,,0.777297,25.2493,-27.0946,49.4876,0.777297,-6.3,-25.596583008766174,-1.4168434143066406,-1.20382,999,,,,,,,247.7,2.172807017,247.7,2.172807017,,,,,,,,,,,,,,,,,,,"Alex Mooney","sa3023070",695612
"Joe Naranjo",,103,413,365,71,54,13,1,3,36,30,41,0,124,3,2,2,9,1,0,0.194521,0.0992736,0.300242,0.330645,0.279805,0.260274,0.248515,0.540079,0.0657534,3.01754,0.283333,,-0.446964,27.1577,-21.6414,56.9209,-0.446964,3,-21.416517078876495,-4.587448596954346,-1.20618,999,,,,,,,238.1,2.311650485,238.1,2.311650485,,,,,,,,,,,,,,,,,,,"Joe Naranjo","sa3010025",683172
"Jacob Jenkins-Cowart","MIA",80,316,290,50,31,15,2,2,28,23,21,0,99,3,2,0,8,10,6,0.172414,0.0664557,0.313291,0.212121,0.234177,0.258621,0.221725,0.492798,0.0862069,6.15222,0.251309,,-0.820196,13.9061,-23.4318,36.1331,-0.820196,5.9,-24.739982426166534,2.416754961013794,-1.20829,999,,,,,,,137.9,1.72375,137.9,1.72375,,,,,,,,,,,,,,,,,,,"Jacob Jenkins-Cowart","sa3025201",801881
"Caleb Ketchup","LAA",106,412,373,68,49,10,3,6,52,33,33,0,148,3,2,1,3,18,4,0.182306,0.0800971,0.359223,0.222973,0.253041,0.273458,0.237764,0.5265,0.0911528,7.74281,0.280543,,1.40079,23.4957,-25.1853,47.1523,1.40079,2.8,-24.261526942253113,-1.7414462566375732,-1.2096,999,,,,,,,241.3,2.276415094,241.3,2.276415094,,,,,,,,,,,,,,,,,,,"Caleb Ketchup","sa3022436",810053
"Juan Chacon","BOS",70,249,229,46,34,10,2,0,22,17,16,0,81,2,1,1,4,4,3,0.200873,0.064257,0.325301,0.197531,0.258065,0.262009,0.234671,0.520073,0.0611354,5.3267,0.308725,,-0.771839,13.5747,-15.8465,42.0035,-0.771839,0.1,-17.792388796806335,-2.644709013402462,-1.21413,999,,,,,,,122.2,1.745714285,122.2,1.745714285,,,,,,,,,,,,,,,,,,,"Juan Chacon","sa3014676",691370
"Garrett Howe","CLE",95,370,331,62,52,7,1,2,33,24,29,0,127,3,3,4,2,15,7,0.187311,0.0783784,0.343243,0.228346,0.256831,0.232628,0.225486,0.489459,0.0453172,5.36464,0.292683,,-0.421162,17.4123,-26.3061,41.0574,-0.421162,-2.6,-26.125328242778778,1.4784832000732422,-1.21875,999,,,,,,,165.9,1.746315789,165.9,1.746315789,,,,,,,,,,,,,,,,,,,"Garrett Howe","sa3025441",827628
