Name,Age,Level,Team,Pos,Avg Rank,BaGS,FScore,PG+,PL,STS
Hayden Senger,28,MLB,NYM,C,2005,1843,2101,1785,,2291
Malvin Fernandez,16,DSL,ATL,SS,2008,,,,,2008
Tyler Miller,25,AAA,BOS,1B,2008.4,1594,1801,1848,2479,2320
CJ Rodriguez,24,AA,ATH,C,2010.6,1827,2183,1966,1162,2915
Diego Viloria,22,A,BOS,C,2011,,,,,2011
Andy Mata,17,DSL,DET,3B,2013,,,,,2013
Elias Perez,17,DSL,SEA,CF,2014,,,,,2014
Josh Hatcher,26,AAA,TEX,RF,2014.3333333333333,1737,,1793,,2513
Daniel Hernandez,17,DSL,WSN,C,2016,,1582,,,2450
Breyias Dean,19,CPX,MIA,3B,2016,,,,,2016
Cesar Franco,23,A+,OAK,CF,2019,1876,,1949,1349,2902
Tyler Tolve,24,AA,ATL,C,2020.75,1939,1939,2157,,2048
Jose Sabino,18,DSL,CIN,C,2021,,,,,2021
Jack Dunn,28,AAA,WSN,SS,2021.3333333333333,1830,,2100,,2134
Nestor Urbina,18,DSL,MIN,2B,2022,,,,,2022
Jesus Valdez,27,AAA,ARI,3B,2022.5,1821,2087,1616,,2566
Elias Reyno,17,DSL,ATL,CF,2023,,,,,2023
Jjam Alvarez,19,DSL,COL,1B,2024,,,,,2024
Harry Owen,23,A+,ATL,C,2025.3333333333333,1617,,1962,,2497
Frankeli Mesta,18,DSL,PIT,SS,2026,,,,,2026
Hunter Stovall,28,AAA,TBR,2B,2026.3333333333333,1861,,1485,,2733
Kevin Graham,25,AAA,ARI,LF,2030,1825,,2097,1406,2792
Caleb Berry,23,A,BOS,C,2032,,,,,2032
Gabriel Guanchez,18,DSL,SEA,C,2033,,1529,,,2537
Yoerny Junco,20,CPX,STL,SS,2033,,,,,2033
Cam Eden,27,MLB,NYY,CF,2034.3333333333333,1938,,1990,,2175
Matt O'Neill,27,AAA,ARI,C,2036.25,1753,2201,1767,,2424
Diego Villegas,21,DSL,SFG,1B,2038,,,,,2038
Braylon Bishop,22,A,PIT,LF,2038,1552,,1490,2448,2662
Jacob Buchberger,27,AA,STL,3B,2039.5,,1723,,,2356
Sandor Feliciano,17,DSL,CIN,2B,2040,,,,,2040
Starlin Aguilar,21,A,SEA,SS,2040,1703,,2112,1425,2920
Drew Bowser,23,A+,CHC,SS,2040.2,1485,2052,1501,2443,2720
Jhosmmel Zue,21,CPX,KCR,1B,2041,,1511,,,2571
Jose Perez,21,A+,TBR,SS,2041.2,1471,6444,1364,413,514
Jeiker Gudino,18,DSL,DET,C,2042,,,,,2042
Connor Scott,25,AA,KCR,CF,2043,,,,,2043
Cristian Santana,21,A,DET,SS,2043.2,614,8073,460,575,494
Daniel Guilarte,21,A+,MIL,2B,2043.4,1458,1986,1878,2486,2409
Peyton Holt,24,A,CIN,2B,2043.5,1944,,2065,1424,2741
Byron Castillo,19,DSL,LAA,CF,2044,,1342,,,2746
Jesus Morales,17,DSL,KCR,C,2045,,,,,2045
Bralyn Brazoban,18,DSL,PIT,CF,2045.5,,1100,,,2991
Giullianno Allende,21,A,KCR,LF,2046.6666666666667,1693,,1947,,2500
Wyatt Hendrie,26,AA,PIT,C,2048.75,1730,2013,1964,,2488
George Feliz,22,A,SEA,CF,2050.2,1684,2116,1080,2633,2738
Diego Guzman,21,AA,KCR,SS,2050.5,1372,,1913,2245,2672
Jose Urbina,19,DSL,ARI,C,2051,,,,,2051
Raynier Ramirez,20,DSL,LAD,3B,2052,,,,,2052
Max Burt,28,AAA,NYY,SS,2053,1958,,1912,,2289
Jose Gonzalez,24,AA,HOU,LF,2054,1828,,2113,,2221
Nicolas Barrios,17,DSL,MIL,OF,2055,,,,,2055
Arnold Prado,20,A,CHW,LF,2055.6666666666665,1409,,1885,,2873
Bradley Frye,22,A,SDP,3B,2056.3333333333335,1805,,2130,,2234
Ryan Wilson,23,A,SDP,CF,2057.75,1704,,1555,2469,2503
Malvin Valdez,21,A,CIN,CF,2057.75,1556,,1477,2464,2734
Onix Vega,26,AAA,NYM,C,2059.6666666666665,1856,,1921,,2402
Victor Duarte,24,A+,SDP,C,2059.75,1905,,2064,1418,2852
Jesus Castro,20,CPX,SDP,C,2060,,1431,,,2689
Drake Osborn,26,AAA,ARI,C,2064,1925,,2039,,2228
Juanfel Peguero,20,CPX,TBR,2B,2065,,,,,2065
Yancel Guerrero,21,CPX,STL,1B,2066,,1615,,,2517
Jancory De La Cruz,19,CPX,MIA,CF,2066,,,,,2066
Antonio Alcala,19,DSL,SDP,C,2067,,,,,2067
Samuel Escudero,21,CPX,PIT,C,2068,,,,,2068
Werner Blakely,23,AA,LAA,SS,2068,,,2145,,1991
Jax Biggers,28,AAA,HOU,2B,2068.25,1868,2058,1634,,2713
Bryan Arendt,22,A,ATH,C,2070,1786,,2109,,2315
Anthony Abreu,17,DSL,MIA,SS,2070.5,,1608,,,2533
Thomas Takayoshi,24,AA,OAK,C,2070.75,1953,,2076,1327,2927
Will Banfield,25,MLB,CIN,C,2070.8,1639,2011,1903,2458,2343
Wilian Trinidad,19,CPX,TBR,2B,2071,,,,,2071
Julio E. Rodriguez,28,AA,DET,C,2071.3333333333335,1901,,1883,,2430
Elih Marrero,28,AAA,KCR,C,2072.3333333333335,1950,,2036,,2231
Fidel Pinango,17,DSL,NYM,3B,2074,,,,,2074
Luis Garcia,17,DSL,CLE,SS,2075,,,,,2075
Joel Mendez,22,A,NYY,OF,2075.25,1593,,1919,2604,2185
Kevin Rivas,22,AA,CLE,1B,2075.3333333333335,1426,,2016,,2784
Nomar Velasquez,20,DSL,CLE,3B,2076,,,,,2076
Diego Gonzalez,18,DSL,CHC,C,2081,,,,,2081
Caleb Hobson,23,A+,COL,CF,2081.8,1709,1689,1748,2432,2831
Francisco Garcia,22,A,COL,3B,2084.5,1865,,2089,1428,2956
Kevin Fitzer,23,A,COL,1B,2085.2,1629,1944,1474,2629,2750
Cal Conley,25,AAA,ATL,SS,2087.8,1656,1733,1804,2465,2781
Matt Scannell,23,A+,TOR,OF,2088,,,2005,,2171
Eliander Primera,17,DSL,SDP,OF,2090,,,,,2090
Dawel Joseph,18,DSL,SEA,SS,2090,,1295,,,2885
Jorge Corona,24,AA,CHW,C,2090,1946,,2067,,2257
Troy Schreffler,24,A+,PHI,LF,2090.75,1682,,1973,2623,2085
Matt Suggs,25,AA,WSN,C,2091.25,1707,2088,2054,,2516
Kolby Johnson,25,A+,BOS,OF,2091.3333333333335,1904,,2101,,2269
Guillermo Rosario,20,A,PHI,C,2091.3333333333335,1678,,2049,,2547
Brandon Eike,23,A+,SEA,3B,2092.2,1608,2151,1275,2548,2879
Santiago Gil,17,DSL,ARI,C,2093,,,,,2093
Blaze O'Saben,24,A,MIN,CF,2094,1857,,1838,2579,2102
Sharlisson De La Rosa,17,DSL,MIL,1B,2094,,,,,2094
Hudson Head,24,AA,PIT,CF,2095.3333333333335,1844,,2142,,2300
Ramon Peralta,21,A,SFG,SS,2096,,,,,2096
Drew Swift,26,AAA,ATH,3B,2096.5,1665,2169,1672,,2880
Ramy Peralta,18,DSL,ARI,1B,2097,,,,,2097
Nathan Archer,22,A,CHW,CF,2097.5,1676,,1309,2558,2847
Johnny Tincher,23,A+,CLE,C,2098.4,1580,2178,1713,2433,2588
Jason Matthews,28,AAA,CHW,SS,2099,1793,,1738,,2766
Eliesbert Alejos,19,CPX,ARI,SS,2103,,,,,2103
Jord David Diaz,17,DSL,TEX,1B,2104,,,,,2104
Jacob Walsh,22,A,WSN,1B,2105,1725,,2091,,2499
Jhoanjel Saez,18,DSL,MIL,SS,2105,,,,,2105
Francesco Barbieri,25,A,WSN,CF,2106,1897,,2046,,2375
Konner Piotto,27,AAA,TEX,C,2106.3333333333335,1850,,1960,,2509
Hunter Ensley,23,A+,KCR,OF,2107,,,,,2107
Jack Pineda,25,AA,KCR,SS,2107.6,1559,2020,1948,2522,2489
Heins Brito,17,DSL,CLE,SS,2108,,,,,2108
Skyler Messinger,26,A+,COL,SS,2108.75,1919,1809,1745,,2962
Mat Nelson,26,AA,CIN,C,2110,1890,,2135,,2305
Alfonzo Martinez,19,CPX,TBR,LF,2111,,,,,2111
Daniel Cope,28,AAA,COL,C,2111,1911,2196,1813,,2524
Darius Hill,27,AAA,CHC,LF,2111.3333333333335,1799,,1882,,2653
Williams Wong,19,CPX,TEX,2B,2112,,,,,2112
Joan Delgado,20,CPX,CHC,CF,2117,,,,,2117
Josi Novas,20,A,KCR,SS,2118,1516,,1532,2532,2892
Dayquer Alfonzo,17,DSL,SDP,C,2118,,,,,2118
Justin Miknis,24,A+,PIT,C,2119.6666666666665,1781,,2074,,2504
Carl Calixte,18,CPX,PIT,OF,2120,,,,,2120
Anthony Sherwin,23,AA,HOU,SS,2122,1524,,2149,,2693
Zach Humphreys,27,AAA,LAA,C,2122.25,1849,2200,1728,,2712
Hogan Windish,26,AA,SEA,2B,2124,1812,2008,2025,2609,2166
Maikel Hernandez,22,A+,STL,C,2125,,,,,2125
Austin Callahan,24,AA,CIN,3B,2127.4,1581,1910,1938,2482,2726
Robert Perez,21,DSL,MIA,CF,2130.5,,1605,,,2656
Robert Gonzalez,20,A,ATL,CF,2131,,,,,2131
Nick Schwartz,24,AAA,ATH,C,2132.75,1761,2153,1846,,2771
Casey Opitz,26,AAA,CHC,C,2132.75,1717,2182,1991,,2641
Reece Walling,21,A,MIL,1B,2134,1576,,1979,2474,2507
Ben McCabe,25,AA,COL,C,2135.8,1915,2197,2143,1421,3003
Cole McConnell,24,A+,CHW,CF,2136,1538,2147,1800,2591,2604
Jake Zitella,20,CPX,NYM,3B,2138,,,,,2138
Diego Benitez,20,A,ATL,SS,2139,,,,,2139
Carter Aldrete,27,AA,OAK,2B,2140,1882,,1942,,2596
Juan Castillo,22,A,COL,C,2140.5,1541,,1554,2544,2923
Elian Rayo,22,A,SFG,3B,2142.75,1562,,1774,2598,2637
Victor Rodriguez,19,CPX,LAA,3B,2143,,,,,2143
Michael Curialle,24,A+,STL,RF,2143.5,1679,,1839,2464,2592
Jorge Drullard,17,DSL,BAL,2B,2148,,,,,2148
Carlos Salazar,17,DSL,TBR,2B,2149,,,,,2149
Justin Boyd,24,AAA,CLE,CF,2149.3333333333335,1623,,2133,,2692
Wilson Weber,23,A+,MIA,C,2149.6666666666665,1667,,2139,,2643
Lyle Lin,28,AAA,ATH,C,2150,1959,,2050,,2441
Noelberth Romero,23,AAA,BAL,2B,2150.6666666666665,1661,,2021,,2770
Andruw Zambrano,19,DSL,BOS,C,2151,,,,,2151
Hector Barroso,17,DSL,COL,OF,2154,,,,,2154
Branny De Oleo,20,CPX,NYM,SS,2155,,,,,2155
Juan Gonzalez,24,AAA,CHW,C,2155.5,1948,2111,2151,,2412
Ryan McCoy,23,A,TBR,1B,2158,1733,,2061,,2680
Johanderson Tarazona,17,DSL,MIL,C,2158,,,,,2158
Diego Omana,22,A+,CIN,C,2158.4,1586,2034,1896,2466,2810
Kendry Martinez,17,DSL,SEA,SS,2159,,1377,,,2941
Clayton Gray,23,A,COL,LF,2159.5,,,1858,,2461
Karim Ayubi,21,A,BOS,CF,2163.5,1546,,1918,2556,2634
John Michael Faile,25,A+,CIN,C,2163.6,1736,1968,1763,2591,2760
Austin Green,23,A,NYY,2B,2166,1743,,1764,2529,2628
Emmanuel Martinez,17,DSL,KCR,C,2169,,,,,2169
Jesus Guerrero,18,DSL,NYY,1B,2170,,,,,2170
Ed Howard,23,AAA,CHC,SS,2171,1555,2095,2159,,2875
Eric Yang,27,MLB,CIN,C,2173,1873,2203,2027,,2589
Angel Nieblas,19,CPX,ATL,3B,2174,,,,,2174
Jackson Ross,25,A+,WSN,3B,2174.6,1763,2094,1889,2487,2640
Raider Tello,24,A,PHI,SS,2177.6,1756,2050,1640,2630,2812
Kade Kern,23,AA,ATL,LF,2179,,,1931,,2427
Anthony Donofrio,25,A+,SEA,RF,2180.8,1782,1870,1859,2533,2860
Logun Clark,22,A,CLE,C,2181.6,1601,2177,1914,2499,2717
Tommy Sacco Jr.,26,AAA,HOU,SS,2182,1855,1913,1823,2522,2797
Robert Brooks,26,AAA,TOR,C,2182.5,1940,2199,2108,,2483
Solomon Maguire,22,A,PIT,CF,2183.6666666666665,1906,,2154,,2491
Raymer Medina,17,DSL,TBR,SS,2186.5,,1445,,,2928
Rodrigo Gonzalez,17,DSL,ARI,SS,2187,,,,,2187
Royelny Strop,17,DSL,STL,CF,2187.5,,1494,,,2881
Hunter Haas,23,A+,TBR,SS,2188.4,1636,2076,1820,2536,2874
Juan Elejandro,17,DSL,ATL,2B,2190,,,,,2190
Brady Lindsly,27,AAA,WSN,C,2191,1895,2097,2127,,2645
Francisco Toledo,20,CPX,NYM,C,2191,,,,,2191
Yoander Rivero,23,A+,WSN,SS,2191.6,1762,2124,1869,2501,2702
Gabriel Flores,17,DSL,PHI,C,2193,,,,,2193
Hayden Travinski,24,CPX,HOU,C,2194,,,,,2194
Jhorvic Abreus,19,CPX,CLE,SS,2198,,,,,2198
Myles Emmerson,27,AAA,LAA,C,2199.75,1836,2189,1888,,2886
Sahid Valenzuela,27,AAA,OAK,SS,2201.6666666666665,1932,,1666,,3007
Felix Tena,21,A,COL,RF,2202.25,1652,,1895,2591,2671
Jonathan Rivero,19,CPX,PIT,DH,2206,,,,,2206
Adam Hackenberg,25,AAA,CHW,C,2207.4,1598,2146,1981,2525,2787
Fernando Caldera,22,AAA,HOU,C,2208,,,2128,,2288
Juan Cruz,21,CPX,SEA,CF,2208,,,,,2208
Marwin Rivero,18,DSL,KCR,SS,2209,,,,,2209
Deivid Coronil,17,DSL,SDP,SS,2210.5,,1502,,,2919
Yohander Martinez,23,A,MIN,SS,2213.75,1816,,1842,2611,2586
Harrison Spohn,26,AAA,MIA,SS,2214.6666666666665,1831,,2123,,2690
Luis Maldonado,17,DSL,CHC,2B,2215,,,,,2215
Steven Ondina,23,A,BAL,SS,2216,,,,,2216
Daniel Vellojin,25,AA,TBR,C,2217.25,1747,,1956,2584,2582
Kyle Hayes,27,AAA,KCR,C,2217.75,1917,2204,2069,,2681
Santiago Ustariz,18,DSL,CLE,C,2219,,,,,2219
Kamren James,25,AA,TBR,C,2220.4,1796,1909,2110,2628,2659
Daniel McElveny,22,A,COL,C,2225,,,,,2225
Anthony Hall,24,A+,NYY,RF,2226.5,1680,,1934,2591,2701
Luis Freitez,22,A,OAK,RF,2228,1683,,1851,2480,2898
Cristian Gonzalez,23,A+,HOU,SS,2229.75,1666,,1814,2645,2794
Caeden Trenkle,24,AA,OAK,CF,2230.5,1615,,2044,2502,2761
Chris Lopez,20,CPX,STL,C,2232,,,,,2232
Archer Brookman,26,A+,DET,C,2233.3333333333335,1931,,2001,,2768
Emmanuel Orozco,16,DSL,NYY,2B,2235,,,,,2235
Tevin Tucker,25,AA,COL,SS,2235.75,1847,,1816,2473,2807
Maikol Tovar,17,DSL,BOS,OF,2237,,,,,2237
Ismael Mena,22,A,CHC,CF,2238,,,,,2238
Jeshua Mendez,17,DSL,ARI,C,2239,,,,,2239
Rylan Galvan,22,A,CHW,C,2241,,,,,2241
Justin Trimble,22,A+,HOU,CF,2244,1627,,1911,2508,2930
Romtres Cabrera,21,A,STL,CF,2244.5,,,1790,,2699
Ricson Gonzalez,20,CPX,KCR,C,2245,,,,,2245
B.Y. Choi,23,A,SDP,SS,2245.75,1744,,1797,2574,2868
Connor Dykstra,24,A,SEA,C,2246.2,1860,2158,2002,2637,2574
Jayden Felicia,19,DSL,MIA,1B,2248,,,,,2248
Jake Anchia,28,AAA,CLE,C,2249,1823,,2057,,2867
Nathanael Cijntje,18,DSL,PHI,CF,2249,,,,,2249
Caleb Farmer,25,AA,WSN,C,2250.3333333333335,1928,,2125,,2698
Sebastian Cadiz,19,DSL,CLE,C,2254,,,,,2254
Gabriel Rodriguez,17,DSL,PIT,CF,2255.5,,1611,,,2900
Jace Grady,24,A+,ATL,CF,2257.25,1792,,2047,2578,2612
John Cristino,25,A+,NYY,C,2257.3333333333335,1918,,1953,,2901
Jesus Ortega,17,DSL,KCR,3B,2259,,,,,2259
Nate Rombach,24,A+,WSN,C,2259.2,1881,2142,1840,2596,2837
Albert Feliz,23,A+,BOS,RF,2259.75,1640,,1968,2581,2850
Cole Foster,23,A+,SFG,SS,2261.8,1687,2144,1939,2625,2914
Feldi Tavarez,18,CPX,WSN,C,2262,,,,,2262
Jacob Campbell,25,AA,SDP,RF,2263.5,1834,,1999,2517,2704
Angelo Mora,20,CPX,CIN,C,2266,,,,,2266
Jarol Capellan,19,DSL,COL,1B,2273,,,,,2273
Gavin Dugas,25,A+,WSN,2B,2273.2,1839,2155,2003,2644,2725
Bryson Horne,26,AA,ATL,1B,2273.3333333333335,1929,,2059,,2832
Nathaniel Ochoa Leyva,21,A,WSN,3B,2275.2,1671,2164,2011,2613,2917
Ethan Long,24,A+,SDP,1B,2278.5,1732,,2010,2621,2751
Andy Polanco,20,CPX,SFG,CF,2279,,,,,2279
Lester Suarez,16,DSL,BOS,C,2280,,,,,2280
Danny Gonzalez,20,CPX,MIA,LF,2281,,,,,2281
Andrew Patrick,22,A,PIT,CF,2282,1794,,2114,,2938
Abraham Cohen,19,DSL,BAL,RF,2283,,,,,2283
Israel Alvarez,17,DSL,CLE,2B,2284,,,,,2284
Peyton Powell,24,A+,TOR,3B,2287.25,1795,,1887,2606,2861
Adan Sanchez,20,CPX,CHC,C,2292,,,,,2292
Marcos Belen,18,DSL,CLE,CF,2293,,,,,2293
Bladimir Figueredo,17,DSL,TBR,1B,2294,,,,,2294
Kevin Maitan,25,AA,MIN,1B,2297,1883,,2099,,2909
Ben Ramirez,26,AAA,SEA,SS,2297,1859,,2090,,2942
Gustavo Antunez,17,DSL,BOS,OF,2297,,,,,2297
Ethan Lege,24,A,PIT,3B,2299.25,1877,,1897,2643,2780
Elvis Rijo,21,A+,OAK,2B,2300,,,2155,,2445
Diego Campos,18,DSL,HOU,C,2301,,,,,2301
Jesus Ordonez,25,A+,COL,C,2305,1951,,2119,,2845
Moises Gallardo,22,A,WSN,RF,2306,1903,,2131,,2884
Brayan Amoroso,17,DSL,STL,CF,2309,,,,,2309
EJ Andrews Jr.,24,A+,COL,OF,2312.5,1817,,1955,2634,2844
Luis Abreu,17,DSL,CHC,2B,2313,,,,,2313
Edwin Brito,18,CPX,BOS,RF,2322,,,,,2322
Roiner Cespede,17,DSL,PHI,2B,2323,,,,,2323
Carlos Gonzalez,21,CPX,SEA,1B,2325,,,,,2325
Jesmaylin Arias,18,CPX,SDP,RF,2326,,,,,2326
Rey Cruz,17,DSL,PHI,C,2327,,,,,2327
Isaias Dipre,22,CPX,PIT,OF,2329,,,,,2329
Anthony Servideo,26,AAA,BAL,SS,2329.6666666666665,1926,,2077,,2986
Gerardo Cardona,18,DSL,MIN,C,2330,,,,,2330
Dylan Shockley,28,AAA,PIT,C,2333,1955,,2094,,2950
Angel Mejia,16,DSL,SDP,C,2333,,,,,2333
Albert Medina,17,DSL,ARI,CF,2334,,,,,2334
Maykol Fernandez,17,DSL,PHI,3B,2337,,,,,2337
Bennett Lee,23,A+,DET,C,2337,1803,2205,2129,2615,2933
Spence Coffman,21,A,SDP,SS,2342,,,,,2342
Justin Lugo,19,DSL,MIL,P,2345,,,,,2345
Jaxx Groshans,26,AA,LAA,C,2348,,,,,2348
Juan Rosas,19,CPX,TOR,C,2349,,,,,2349
Roosbert Tapia,20,CPX,TBR,3B,2351,,,,,2351
Wes Kath,22,AA,CHW,3B,2353.8,1635,2104,2117,3917,1996
Gabriel Gomes,21,CPX,CIN,C,2357,,,,,2357
Anderson Tovar,18,DSL,COL,RF,2358,,,,,2358
Wyatt Hoffman,26,AA,SDP,2B,2359.6666666666665,1942,,2116,,3021
Adrian Feliz,16,DSL,NYY,2B,2360,,,,,2360
Erick Lara,19,CPX,TBR,SS,2361,,,,,2361
Andres Villafane,19,DSL,PIT,OF,2362,,,,,2362
Yeison Acosta,17,DSL,BAL,C,2364,,,,,2364
Rafy Peguero,18,DSL,LAD,CF,2365,,,,,2365
Ronald Terrero,17,DSL,BAL,SS,2366,,,,,2366
Darius Perry,24,A+,COL,C,2367.3333333333335,1949,,2152,,3001
Michael Cordero,16,DSL,STL,SS,2368,,,,,2368
Alen Pineda,20,A+,ATL,C,2369,,,2158,,2580
Arlenn Manzanillo,17,DSL,ATL,C,2371,,,,,2371
Carlos Tirado,20,CPX,PIT,1B,2373,,,,,2373
Daniel Montesino,21,A,SDP,LF,2378,,,,,2378
Geomaikel Martinez,17,DSL,BOS,OF,2382,,,,,2382
Luis Valdez,25,AA,BAL,2B,2385.5,1892,,2104,2682,2864
Saul Ramirez,19,DSL,CHC,1B,2389,,,,,2389
Yeison Oviedo,17,DSL,SFG,2B,2390,,,,,2390
Jessada Brown,22,A,MIA,LF,2391,,,1982,,2800
Moises Rangel,17,DSL,LAD,C,2392,,,,,2392
Stiven De La Cruz,17,DSL,BOS,OF,2395,,,,,2395
John Santana,19,DSL,TBR,OF,2396,,,,,2396
Juan Caricipe,17,DSL,CIN,2B,2397,,,,,2397
Vicente Guaylupo,19,DSL,LAD,OF,2399,,,,,2399
Bairon Ledesma,20,CPX,COL,SS,2400,,,,,2400
Walfrent Guzman,20,CPX,SDP,1B,2404,,,,,2404
Connor Pavolony,25,AAA,BAL,C,2404,,2195,,,2613
Jeffry Rosa,20,A,NYM,RF,2406,,,,,2406
Juan Garcia,17,DSL,KCR,2B,2410,,,,,2410
Tyler Baca,25,A+,WSN,CF,2417,,,,,2417
Javier Roman,22,A,MIN,1B,2419,,,2106,,2732
Domingo Batista,18,DSL,TBR,SS,2420,,,,,2420
Alejandro Loaiza,21,A,STL,C,2421,,,,,2421
Nik McClaughry,25,AAA,SDP,SS,2422,,,1871,,2973
Kevin Dume,20,CPX,OAK,1B,2423,,,,,2423
Yohandy Cruz,18,DSL,KCR,1B,2425,,,,,2425
Jose Carrillo,18,DSL,CHC,C,2428,,,,,2428
Luis Luna,17,DSL,LAD,2B,2433,,,,,2433
Yanuel Casiano,18,CPX,CIN,C,2434,,,,,2434
Colton Vincent,25,A+,SDP,C,2436,1963,,2105,2708,2968
Bryan Gonzalez,19,CPX,LAD,SS,2439,,,,,2439
Emdys Rosillo,18,DSL,CIN,C,2440,,,,,2440
Luis Leon,18,CPX,MIA,SS,2447,,,,,2447
Ismael Javier,19,CPX,SDP,SS,2448,,,,,2448
Kevin Hacen,19,CPX,SDP,3B,2449,,,,,2449
Kale Emshoff,27,AAA,TEX,DH,2451,,,,,2451
Brandon Vasquez,18,DSL,SFG,CF,2453,,,,,2453
Allen Ajoti,19,DSL,LAD,C,2456,,,,,2456
Eliezer Alfonzo,17,DSL,BOS,SS,2458,,,,,2458
Eric Mota,17,DSL,HOU,2B,2459,,,,,2459
Joseph Rodriguez,22,A,OAK,OF,2461,,,2107,,2815
Brainerh Palacios,17,DSL,TBR,C,2466,,,,,2466
Kadil Rubio,17,DSL,TBR,CF,2467,,,,,2467
Andry Araujo,17,DSL,WSN,OF,2468,,,,,2468
Bo Walker,19,CPX,ARI,CF,2469,,,,,2469
Dylan Leach,22,CPX,TOR,C,2471,,,,,2471
Jose Peralta,17,DSL,NYY,1B,2472,,,,,2472
Elisandro Ramirez,17,DSL,ATL,OF,2474,,,,,2474
Angel Mata,20,CPX,PHI,C,2476,,,,,2476
Jesus Villaflor,17,DSL,LAD,OF,2477,,,,,2477
Victor Saez,17,DSL,BAL,C,2478,,,,,2478
Carlos Arroyo,23,A+,ATL,2B,2480,,,,,2480
Leider Padilla,18,DSL,LAD,CF,2481,,,,,2481
Logan Tanner,24,A+,CIN,C,2483.5,,2141,,,2826
Juan Brown,17,DSL,CIN,3B,2484,,,,,2484
Manuel German,20,CPX,KCR,1B,2486,,,,,2486
Esmeiquel Arrieche,18,DSL,TOR,C,2487,,,,,2487
Isaias Castillo,17,DSL,NYY,CF,2490,,,,,2490
Caleb McNeely,25,A,MIN,RF,2491,1893,,2015,3934,2122
Sebastian De Los Santos,19,DSL,BAL,2B,2493,,,,,2493
Jhonger Ochoa,17,DSL,DET,SS,2494,,,,,2494
Grant Smith,24,A,CHW,2B,2494.5,,,2004,,2985
Edrick Felix,23,A,TOR,3B,2495,,,,,2495
Brady Cerkownyk,22,CPX,DET,C,2506,,,,,2506
Carlos Mota,17,DSL,COL,OF,2508,,,,,2508
Brayan Cota,18,DSL,ATH,1B,2510,,,,,2510
Diover De Aza,17,DSL,NYM,2B,2512,,,,,2512
Saivel Zayas,17,DSL,TEX,OF,2514,,,,,2514
Krishan Ulacio,17,DSL,BOS,OF,2515,,,,,2515
Robinson Chacon,18,DSL,KCR,CF,2518,,,,,2518
Cesar Garcia,17,DSL,MIA,2B,2519,,,,,2519
Samuel Brito,18,DSL,HOU,2B,2520,,,,,2520
Alessandro Rodriguez,16,DSL,NYY,C,2522,,,,,2522
Rafael Castillo,19,DSL,MIA,2B,2525,,,,,2525
Cherif Neymour,20,CPX,MIA,SS,2528,,,,,2528
Jefferson Vargas,17,DSL,CLE,2B,2529,,,,,2529
Andrew Miller,27,AAA,SEA,C,2530,,,,,2530
Jesus Lizardo,18,DSL,PIT,C,2531,,,,,2531
Nathan Rose,24,CPX,SEA,2B,2535,,,,,2535
Luis Meza,20,CPX,TOR,C,2538,,,,,2538
Jose Santana,17,DSL,LAA,SS,2541,,,,,2541
Elian Soto,19,CPX,WSN,LF,2542,,,,,2542
Phillando Williams,18,DSL,PIT,OF,2544,,,,,2544
Darwing Ozuna,17,DSL,ATH,CF,2550,,,,,2550
Daniel Meza,17,DSL,COL,2B,2551,,,,,2551
Deshandro Tromp,18,DSL,PIT,3B,2553,,,,,2553
Daniel Dominguez,17,DSL,TOR,OF,2555,,,,,2555
Fraimy Santa,17,DSL,TEX,3B,2558,,,,,2558
Emil Martinez,17,DSL,TEX,SS,2560,,,,,2560
Jonathan Moya,18,DSL,DET,CF,2561,,,,,2561
Carlos Garcia,18,DSL,TOR,DH,2563,,,,,2563
Reynaldo De La Paz,19,CPX,OAK,RF,2567,,,,,2567
Jhonny Osta,17,DSL,BOS,OF,2570,,,,,2570
David Garcia,25,AA,MIL,C,2572,,,,,2572
Yonaiker Hernandez,17,DSL,SDP,3B,2573,,,,,2573
Colin Burgess,24,AA,ATL,C,2573.5,1941,,2026,3944,2383
Edwilmin Matos,17,DSL,HOU,OF,2575,,,,,2575
Newremberg Rondon,21,CPX,DET,C,2577,,,,,2577
Darvin Cruz,19,DSL,KCR,CF,2578,,,,,2578
Francis Sosa,17,DSL,MIL,OF,2579,,,,,2579
Helder Rosario,20,CPX,WSN,C,2581,,,,,2581
Mac McCroskey,25,AA,LAA,2B,2582.2,1813,2139,2084,3920,2955
Jared Wegner,25,AA,NYY,RF,2586.5,1791,,2095,3920,2540
Erickson Ayena,19,DSL,ARI,OF,2590,,,,,2590
Logan Cerny,25,AA,HOU,CF,2593.5,1826,,2088,3906,2554
Angel Perez,19,DSL,PIT,C,2594,,,,,2594
Joseph Sequera,19,DSL,PIT,C,2595,,,,,2595
Steven Santos,17,DSL,TEX,1B,2597,,,,,2597
Argenis Valdez,18,DSL,BAL,CF,2598,,,,,2598
Alan Espinal,23,A,COL,C,2598.2,1899,2157,1988,3960,2987
Nieves Izaguirre,17,DSL,PHI,SS,2599,,,,,2599
Jalen Hairston,21,CPX,CIN,3B,2600,,,,,2600
Manuel Vasquez,17,DSL,BAL,C,2601,,,,,2601
Ronny Suarez,17,DSL,ARI,CF,2602,,,,,2602
Wagnel Luna,19,DSL,DET,3B,2603,,,,,2603
Alex Acosta,19,DSL,NYM,OF,2606,,,,,2606
Javier Pariguan,21,CPX,OAK,C,2607,,,,,2607
Alejandro Castellano,18,DSL,HOU,C,2608,,,,,2608
