Name,Age,Level,Team,Avg Rank,DIGS,FScore,PG+,PL,STS
Patrick Halligan,25,AAA,ATL,1132,,907,,1017,1472
Bryce Conley,30,AAA,WSN,1132.3333333333333,,2161,541,,695
Abel Mercedes,23,A,ATH,1132.3333333333333,,293,,1418,1686
Carson Skipper,25,AAA,COL,1133,,1098,,1116,1185
Isaiah Campbell,27,MLB,BOS,1133,,1534,,,732
Jesus Broca,21,AA,MIL,1133.875,716,1650.5,,805,1364
Shawn Goosenberg,25,AA,CHW,1134,,,,,1134
Jacob Webb,26,AAA,BOS,1134.1666666666667,,1018.5,992,,1392
Bo Bonds,24,A+,TOR,1134.625,,817.5,755,1270,1696
Po-Yu Chen,23,AAA,PIT,1134.9,756,2076.5,226,673,1943
Cody Schrier,22,A+,MIA,1135,,,,,1135
Ryan Andrade,22,A,TBR,1135.4,557,1689,235,628,2568
Ethan Hammerberg,24,A,CHW,1136.5,,799,,,1474
Andrew Bechtold,29,AAA,PHI,1136.5,,891,,,1382
Jake Shirk,23,A+,PIT,1136.8333333333333,,825.5,,901,1684
Brian Edgington,26,A+,CIN,1137,802,1903,935,,908
Dylan File,29,AAA,DET,1137.375,1117,2038.5,382,,1012
Denny Larrondo,23,A+,ARI,1139.1,1448,959.5,534,666,2088
Aiden May,22,A,MIA,1139.6666666666667,,,1007,1167,1245
Brett Banks,23,A+,NYM,1140.1666666666667,,582.5,,1087,1751
Wyatt Cheney,24,AA,BAL,1141,,968,750,877,1969
L.P. Langevin,21,A+,KCR,1142.3333333333333,,,1410,1068,949
Bryant Olson,22,A,WSN,1143,,,889,,1397
Luis Moreno,26,AAA,NYM,1143.25,919,1563,,1189,902
Clevari Tejada,20,A,PIT,1144.2,567,1518,353,940,2343
Dylan Cumming,26,AA,SFG,1144.75,1075,1284,,942,1278
Braydon Tucker,25,AA,PHI,1145.1,830,1650.5,435,770,2040
Mat Olsen,24,AA,SFG,1146,,772,,,1520
Christian McGowan,24,AAA,PHI,1146.75,,1995.5,,,298
Jason Ruffcorn,26,AAA,SEA,1147,,721,,,1573
Nick Zwack,26,AAA,SFG,1148,562,2406,788,917,1067
Chase Solesky,27,AAA,TBR,1148.25,710,2267,695,,921
Joey Mancini,25,AAA,HOU,1148.4,1069,1952,398,842,1481
Junior Ciprian,20,A,ARI,1148.6666666666667,,,478,800,2168
Jacob Denner,24,A+,SEA,1149,,,826,909,1712
Jacob Kroeger,25,A+,ATL,1149,1940,704,453,602,2046
Calvin Bickerstaff,23,A,BOS,1149.5,698,868.5,956,893,2332
Aric McAtee,25,A+,CHW,1152.6666666666667,,,981,1018,1459
Luis Martinez-Gomez,22,A+,CHC,1153.1666666666667,,710.5,,748,2001
Matt Merrill,27,AA,DET,1154.3333333333333,,538,1259,,1666
Reid VanScoter,26,AA,SEA,1155.8,1101,2172,994,932,580
Garrett Stallings,27,AAA,MIL,1155.8333333333333,959,1814.5,,,694
Cristian Hernandez,23,AA,NYY,1156.25,,1130.5,,,1182
Nolan Sparks,22,A,STL,1158,770,1527,731,983,1779
Zane Mills,24,AAA,CHC,1158.3333333333333,,1348,,866,1261
Zane Russell,25,AA,ARI,1158.5,,690.5,,865,1920
Devin Futrell,22,A+,BOS,1159.1,578,1893.5,520,662,2142
Victor Simeon,24,A+,TEX,1159.6666666666667,,377,,1325,1777
Noah Murdock,26,MLB,ATH,1159.75,,1305,1333,1435,566
Jose Guedez,23,A+,HOU,1159.8,599,1853,549,853,1945
Tanner Andrews,29,AAA,TOR,1160,,1671,,,649
Curtis Hebert,21,A,HOU,1160,,,,,1160
Kohl Franklin,25,AAA,CHC,1162,,2004,,,320
Raimy Rodriguez,19,A,HOU,1162,694,1780,271,1000,2065
Miguel Cienfuegos,28,AAA,SDP,1162.6666666666667,458,1940,,,1090
Stharlin Torres,19,CPX,CIN,1163,,,,,1163
Erik Rivera,24,A+,BOS,1163.2,1025,1348,938,1092,1413
Carson Swilling,23,A,SDP,1165,,,,,1165
Ryan Miller,29,MLB,DET,1165.5,,1338,,,993
Helcris Olivarez,24,AAA,BOS,1165.6666666666667,,899,,1600,998
Braeden Fausnaught,25,AA,PHI,1166,949,2090,1009,558,1224
Jared Kelley,23,AA,CHW,1167.1666666666667,,1079.5,,754,1668
Darlin Pinales,22,A,ARI,1169,,302,,1310,1895
Ryan Cabarcas,24,A+,BAL,1169.3333333333333,,,1210,733,1565
Jefferson Jean,20,A,ATH,1169.7,506,1893.5,384,1060,2005
Shawn Ross,25,AAA,PIT,1170,,,,,1170
Zach Peek,27,AA,NYM,1172.75,,1018.5,,,1327
Carson Ragsdale,27,MLB,BAL,1173,1086,1882,777,,947
Justin Yeager,27,AAA,MIL,1173.25,,582.5,,,1764
Franyer Herrera,20,A,NYY,1173.5,,,387,,1960
Drew Gray,22,A+,CHC,1174.5,,1143,,,1206
Jordan Woods,21,A,KCR,1174.9,348,2011.5,713,897,1905
Cody Roberts,29,AAA,SDP,1175,,,,,1175
Alex Cornwell,26,AAA,STL,1175.5,893,1882,,1299,628
Nolan Perry,20,A,TOR,1175.5,,1010,,,1341
Chase Centala,23,AA,MIA,1176.3333333333333,,907,,822,1800
Ryan Rolison,27,MLB,CHC,1178,,1051,1245,,1238
Kyle Tyler,28,MLB,FA,1178,840,2094,672,,1106
Marc Church,24,MLB,TEX,1178.25,,1213.5,,,1143
Aaron Brown,26,AAA,HOU,1178.3333333333333,1134,,1388,,1013
Jaden Woods,23,AA,PIT,1179,,1305,,1076,1156
Jack Jasiak,24,AA,CLE,1180.5,,791.5,,552,2198
Jordan Balazovic,26,MLB,DET,1181.5,,1431,,,932
Tyler Jay,31,MLB,SEA,1182.3333333333333,,1745,1242,,560
Cade Citelli,23,A+,TBR,1182.6666666666667,,622,,954,1972
Austin Emener,23,A,COL,1184.25,,1598.5,,,770
Joe Elbis,21,AA,ARI,1185,,1563,,,807
Drue Hackenberg,23,AAA,ATL,1186.4,1113,2189,966,1121,543
Jimmy Kingsbury,26,AA,SEA,1186.75,,716.5,,,1657
Wilman Diaz,21,A+,LAD,1187,,,,,1187
Jack Carey,25,AA,CLE,1189,,672,,843,2052
Manuel Olivares,23,A,COL,1189,963,,669,1008,2116
Luis Alvarez,22,A,NYM,1190,,,892,1236,1442
Nelfy Ynfante,20,A,STL,1190.8,717,2070,559,790,1818
Micah Ottenbreit,22,A+,PHI,1191.25,,1973,1314,330,1148
Brett Kerry,26,AAA,LAA,1191.625,934,2514.5,771,,547
T.J. Sikkema,26,AAA,BOS,1193.125,903,1911.5,658,,1300
Edgar Sanchez,24,AA,ATH,1193.6666666666667,,1431,,738,1412
Reiver Camacho,18,CPX,COL,1195,,,,,1195
Antonio Menendez,26,AAA,ARI,1195.25,,989.5,,,1401
Maddux Bruns,23,A+,LAD,1195.4,875,1873,1023,1165,1041
Michael Trausch,21,A,TEX,1198.8333333333333,,598.5,,1056,1942
Jaylen Nowlin,24,AAA,MIN,1199.1666666666667,,1376.5,,1163,1058
Ian Bedell,25,AAA,STL,1199.2,905,2100,1071,974,946
Antoine Kelly,25,AAA,COL,1199.3333333333333,,1338,,1521,739
Davis Sharpe,25,AA,CLE,1199.5,,1256.5,,908,1434
Joey Danielson,24,AA,TEX,1199.5,,1032.5,,852,1714
Logan VanWey,26,MLB,HOU,1199.8333333333333,,1159.5,1422,,1018
David Rodriguez,23,A+,ATL,1201.3,863,1452.5,471,819,2401
Steven Sanchez,21,A+,SEA,1202,,,587,835,2184
Dylan Phillips,26,AAA,LAA,1202.3333333333333,,785,,1124,1698
Sean Reynolds,27,MLB,SDP,1202.5,,1262.5,1035,,1310
Jack Anker,21,A,PIT,1203,,,,,1203
Trey McLoughlin,26,AAA,HOU,1203.625,,1151.5,1151,1200,1312
Alfred Vega,24,AAA,NYM,1204,,1365,632,759,2060
Elijah Dale,24,A+,SEA,1204.5,,799,985,1538,1496
Luke Hayden,22,A+,CIN,1204.5,760,2147.5,393,1085,1637
Angel Liranzo,18,A,PHI,1205.3333333333333,,,446,973,2197
Ocean Gabonia,23,A+,NYY,1205.6666666666667,,552,,971,2094
Zach Fruit,25,AA,BAL,1206.1,906,2084.5,1122,970,948
Chase Mobley,19,A,CLE,1206.5,,,1356,,1057
Valentin Linarez,25,AAA,PIT,1206.6666666666667,,1051,,1007,1562
Anthony Gose,34,MLB,NYM,1208,,1410,,,1006
Luis Pimentel,21,CPX,CIN,1208,,,,,1208
Sandro Santana,20,A,ARI,1209,775,1518,565,1201,1986
Alexander De Los Santos,18,CPX,PHI,1209,,,,,1209
Julio Ortiz,24,A+,TOR,1209.75,,544,1165,1265,1865
Bryan Salgado,18,CPX,CIN,1210,,,,,1210
Peyton Stumbo,23,A+,PIT,1210.2,1288,1518,582,590,2073
Kendeglys Virguez,21,A,CLE,1211,,,,,1211
Jay Dill,22,A,ATH,1212,,,,,1212
Juan Amarante,21,A,PHI,1213,709,2140,419,679,2118
Kyle Brnovich,27,AAA,PHI,1213.25,549,2285,943,,1076
Wilkel Hernandez,26,AAA,DET,1213.5,928,1497.5,,,1215
Nic Swanson,25,AA,HOU,1216.1,941,2181.5,807,955,1196
Henson Leal,21,A,KCR,1218.6666666666667,,834,,802,2020
Christian Herberholz,24,AA,BAL,1218.8333333333333,,1256.5,,845,1555
Aneury Lora,21,A,SEA,1220.25,812,1098,,920,2051
Barrett Kent,20,A,LAA,1221.3,433,2210.5,1090,967,1406
Cesar Rojas,23,A,TBR,1222,,,569,,1875
Gabe Mosser,29,AAA,SEA,1222.875,2088,1846.5,605,,352
Brandon Waddell,31,MLB,NYM,1224,,2100,884,,688
Holden Wilkerson,22,A,TOR,1226.5,810,,989,885,2222
Leon Hunter Jr.,28,AAA,SEA,1227.5,,1410,,,1045
Gabriel Barbosa,23,AA,PHI,1227.875,1016,1376.5,,724,1795
Wyatt Hendrie,26,AA,PIT,1228,,,,,1228
Jason Blanchard,28,AAA,SDP,1229,,1626,,,832
Gregori Louis,22,A+,NYM,1229.875,,677.5,1283,632,2327
Logan Whitaker,25,AA,MIN,1230.375,,1459.5,1001,993,1468
Brandon Johnson,26,AAA,KCR,1230.6666666666667,,1089,,1205,1398
Jonatan Bernal,23,AA,ARI,1231.5,285,2425.5,749,677,2021
Branden Boissiere,25,AA,WSN,1232,,,,,1232
Fabian Ysalla,20,A,CHW,1236,,,433,,2039
Morgan McSweeney,27,AAA,MIA,1238.125,850,1988.5,868,,1246
Luis Cohen,22,A+,BOS,1238.5,665,1893.5,346,656,2632
Tanner Shears,26,A+,MIL,1238.5,,812,,,1665
Luis Gonzalez,19,A,PHI,1239,,,566,,1912
Ky Bush,24,MLB,CHW,1240.75,,1753.5,,,728
Ovis Portes,20,A,CIN,1241.1,473,1541.5,770,1225,2196
Carlos Jimenez,22,A+,PIT,1243.5,,732.5,,1010,1988
Michael Mercado,26,MLB,PHI,1243.5,,1116,,,1371
Nick Pinto,25,A,CHW,1243.5,,,,1144,1343
Alex Martinez,21,A+,LAA,1243.75,,765.5,,,1722
Luis R. Rodriguez,22,A,NYM,1244,,,,,1244
Nolan Santos,23,A+,MIN,1244.25,,486.5,,,2002
Hyun-il Choi,25,AAA,WSN,1246.125,1090,1988.5,,751,1155
Jimmy Burnette,26,AAA,TOR,1246.5,,1270,,,1223
Dylan Covey,33,MLB,ATL,1246.75,,2038.5,,,455
Eccel Correa,22,AA,BAL,1247.4,1630,1745,470,370,2022
Garrett Schoenle,27,AAA,CHW,1247.5,,1116,,,1379
Mason Albright,22,AAA,COL,1248.4,1102,2332,450,755,1603
Ernesto Mercedes,21,A,NYM,1248.75,,755,810,1217,2213
Bradley Brehmer,24,AA,BAL,1248.75,,1616.5,,,881
Colin Peluse,27,AAA,PHI,1249.25,,883.5,,,1615
Kyle Luckham,25,AAA,WSN,1249.9,2044,2053.5,234,665,1253
Blair Calvo,29,MLB,DET,1250,,1764,,,736
Alexis Torres,22,A+,PIT,1250,,1419,953,888,1740
Jesus Lafalaise,20,A,TEX,1250.3333333333333,,,518,1425,1808
Andrew Bash,28,AAA,MIN,1250.8333333333333,1031,1325.5,,,1396
Mariano Salomon,22,A,NYY,1250.9,885,2425.5,423,922,1599
Gabe Craig,23,A,PHI,1251,,,,,1251
Juan Corniel,22,A+,ARI,1252,,,,,1252
Chris McElvain,24,A+,TOR,1252.2,987,1958,662,879,1775
Juan Rojas,21,A+,BAL,1252.2,925,2060,457,667,2152
Hayden Merda,25,AA,NYY,1252.3333333333333,,968,,990,1799
Johnathan Harmon,24,A+,CIN,1252.5,,1588,1374,674,1374
Luke Stofel,23,A+,DET,1255.3,851,1203.5,539,1206,2477
Christian Gordon,24,A,CHC,1256,,,,,1256
Logan Forsythe,21,A,ATL,1257,,,,,1257
Robby Ahlstrom,26,AAA,TEX,1257.1666666666667,,1018.5,,1439,1314
Diego Dominguez,20,A,TOR,1258.5,,,629,,1888
Zack Weiss,33,MLB,MIN,1259.5,,1410,,,1109
Adam Smith,25,AA,BOS,1260.5,1027,1051,,820,2144
Austin Kitchen,28,MLB,SEA,1261.75,,1246.5,,,1277
Devin Sweet,28,MLB,PHI,1263.5,,1089,,,1438
Daniel Guilarte,21,A+,MIL,1264,,,,,1264
Tyler Ivey,29,MLB,HOU,1264.625,1120,2576.5,744,,618
Brock Porter,22,A+,TEX,1265,,538,,910,2347
Jarod Bayless,28,AAA,PIT,1266,1073,1270,,,1455
Mike Jarvis,27,AAA,PIT,1266,,,,,1266
Jarold Rosado,22,AA,CHW,1266.625,,1213.5,957,1381,1515
Sam McWilliams,29,AAA,CHC,1266.6666666666667,,1698,1330,,772
Luke Murphy,25,AAA,LAA,1266.6666666666667,,1487,,1348,965
Jose Dicochea,24,A+,ATH,1267.4,791,1474,636,1110,2326
Anthony Servideo,26,AA,BAL,1268,,,,,1268
Garrett Wright,23,A,CHW,1269,,,,,1269
Luke Albright,25,AAA,ARI,1269.6,250,1958,977,1109,2054
Maick Collado,22,A+,CLE,1270,,,,,1270
Landon Sims,24,AA,ARI,1270.1666666666667,,989.5,,1177,1644
Jonathan Jimenez,21,A,NYM,1270.3333333333333,,,531,1078,2202
Stephen Jones,27,AAA,SDP,1270.5,,1314,,,1227
Christian Suarez,24,AA,LAD,1271,,855,,1294,1664
Jose Ramos,22,A+,SFG,1271,,,,,1271
Charles King,27,AA,PHI,1271.625,1050,2084.5,659,,1293
Austin Callahan,24,AA,CIN,1275,,,,,1275
Devereaux Harrison,24,AAA,TOR,1276.25,837,1745,,872,1651
Bryson Hammer,23,A+,COL,1276.3333333333333,,799,,1306,1724
Nick Sinacola,25,AA,SFG,1277.6,981,2100,847,1072,1388
Cole Reynolds,23,AAA,CHC,1277.7,1061,1822.5,690,958,1857
Johan Otanez,23,A+,WSN,1279,,622,,994,2221
Jordy Vargas,21,A+,COL,1279.375,,1734.5,1328,1362,693
Brendan Cellucci,27,AAA,TOR,1280.3333333333333,,1527,1267,,1047
Ryan Watson,26,AA,TOR,1280.7,1092,2560.5,797,717,1237
Gerson Moreno,29,AAA,ATH,1281,,1043,,,1519
Dominic Perachi,24,AA,PIT,1281.5,946,2200.5,804,876,1581
Adonys Perez,21,AAA,ARI,1281.8,1037,2294,533,547,1998
Alex Speas,27,MLB,MIN,1282,,1689,,,875
Yendy Gomez,21,A+,DET,1282.5,,,773,,1792
Aaron Munson,23,A+,TOR,1283,,672,,1204,1973
Luis Guerrero,24,MLB,TBR,1283.125,,1079.5,902,1637,1514
Justin King,27,AAA,MIA,1283.75,,1130.5,,,1437
Jose Geraldo,25,A+,SEA,1283.8333333333333,,658.5,,1156,2037
Jeremiah Boyd,24,AA,ARI,1284,,,,,1284
Jacob Widener,24,A+,KCR,1284.25,,1338,1161,1544,1094
Nick Frasso,26,AAA,LAD,1284.5,,1689,,,880
Will Robertson,27,AAA,CHW,1286,,,,,1286
Austin Krob,25,AAA,SDP,1286.2,331,2313,1209,1597,981
Ryan Anderson,26,AAA,NYY,1288,,,,1341,1235
Connor Van Scoyoc,25,AAA,COL,1288.625,340,2011.5,,1438,1365
Andrew Landry,23,A+,NYY,1289.8,1656,1723,426,629,2015
Gerson Garabito,29,MLB,FA,1290,1114,2132,1413,,501
Ricardo Yan,22,A+,ARI,1290.25,998,1228,,1434,1501
Andrew Taylor,23,A+,HOU,1290.9,513,2388.5,952,1070,1531
Mason Green,26,AAA,COL,1292.3333333333333,1034,1305,,,1538
Michael Dominguez,24,AA,TOR,1292.8,978,1973,842,948,1723
Cole Percival,26,AAA,MIN,1293,,1527,,,1059
Miqueas Mercedes,18,A,MIL,1293.5,,,790,,1797
Jacob Cravey,23,A+,BAL,1293.9,1012,1497.5,436,801,2723
Guillo Zuniga,26,MLB,PHI,1294.1666666666667,,1452.5,,1408,1022
Rafael Gonzalez,20,A,HOU,1294.3,705,2038.5,803,890,2035
Sawyer Hawks,22,A,ARI,1295,,,,,1295
Yosber Sanchez,24,AA,DET,1295.6666666666667,,1179,,1232,1476
Carter Spivey,25,AAA,CLE,1297.9,994,1988.5,927,1080,1500
Lorenzo Encarnacion,23,A+,ARI,1298,658,2251,860,772,1949
Chandler Seagle,29,AAA,ATL,1299,,,,,1299
Wuilberth Mendez,21,A,DET,1299.5,,,767,,1832
Samuel Sanchez,19,A,LAD,1299.6,727,2623,1163,709,1276
Jatnk Diaz,20,A,DET,1300,,,509,1142,2249
Wilmer Flores,24,AAA,DET,1300,,1534,,,1066
Eston Stull,26,AA,MIN,1300.6666666666667,,,967,1132,1803
Bryan Balzer,20,A,SDP,1302,748,2332,1249,1191,990
Brady Afthim,22,A,CIN,1305,,,,,1305
Kyle Bischoff,25,AAA,MIN,1305.1666666666667,,1213.5,,1548,1154
Danny Kirwin,25,AA,BOS,1305.9,1072,1541.5,627,1033,2256
Jormy Nivar,22,A,TEX,1306,,,675,1023,2220
Eric Silva,22,AA,DET,1306.6,1062,2228,643,505,2095
Ryan Brown,23,AAA,ATH,1307,,,,,1307
Roel Garcia III,26,AAA,TBR,1307.6666666666667,,1608,896,,1419
Teddy Sharkey,23,A+,BAL,1308,,,,,1308
Sam Thoresen,26,AA,CHC,1309.6666666666667,,1037,1136,,1756
Ryder Ryan,30,MLB,PIT,1309.75,,1203.5,,,1416
Juan Mercedes,25,AAA,SFG,1309.8,1088,1860,1300,1515,786
Hale Sims,25,A,CHW,1310.1666666666667,,791.5,,1030,2109
Travis Sthele,23,A+,WSN,1310.6,954,2332,224,517,2526
Micah Dallas,25,AAA,ATH,1311.1666666666667,,1192.5,,960,1781
Tanner Kiest,30,AA,LAD,1315.75,,1554.5,,,1077
Aaron Combs,23,A+,PHI,1316.2,907,2327,1329,763,1255
Jose Rojas,32,AAA,NYY,1317,,,,,1317
Jose Varela,20,A,HOU,1317.5,,,530,,2105
Logan Gillaspie,28,MLB,SDP,1317.625,651,2084.5,1207,,1328
Wander Guante,25,AAA,OAK,1318.1666666666667,,1079.5,,929,1946
Aneudis Mejia,21,A,TEX,1318.3,874,1497.5,791,1022,2407
Jaren Warwick,23,A,LAA,1318.3333333333333,,498,,1223,2234
Angel Perdomo,31,MLB,ATH,1318.5,,1832,,,805
Colton Cosper,22,AAA,NYM,1319,,,,,1319
Austin Becker,25,A+,COL,1320.625,,868.5,1128,1332,1954
Jack Dallas,26,AA,PHI,1320.75,,825.5,,,1816
Ruben Galindo,24,A+,SDP,1321.125,,978.5,1246,1365,1695
Frankeli Arias,22,A+,CHW,1322.3,900,2020.5,288,840,2563
Rio Britton,21,A,ARI,1323.25,,1079.5,,,1567
Raymond Burgos,26,MLB,SFG,1324.3333333333333,,1873,1448,,652
Frank Mozzicato,22,AA,KCR,1324.5,1266,2237.5,350,928,1841
Walker Powell,29,AAA,CHC,1325.5,1122,2228,1014,,938
Blake Walston,23,MLB,ARI,1326.25,,2119.5,,,533
Ricardo Estrada,23,A,SFG,1327.1,1021,1814.5,514,1416,1870
Austin Troesser,23,A+,NYM,1327.1666666666667,,1403.5,,1170,1408
Chris Kachmar,28,AAA,CHC,1327.5,1774,1952,523,,1061
Franklin Sanchez,24,A+,MIA,1329.25,,1179,974,1426,1738
Daniel Corniel,20,A+,MIL,1329.75,,1681.5,,,978
Wes Benjamin,31,MLB,SDP,1330.5,,2550.5,840,,601
Michael Flynn,28,AAA,TBR,1333.3333333333333,,1236,1216,,1548
Joe Adametz,25,AAA,DET,1334.1666666666667,,1396.5,,1202,1404
Hunter Furtado,23,A+,PIT,1334.25,,950,900,851,2636
Adrian Herrera,20,A,CIN,1334.9,411,2337.5,1326,882,1718
Justin DeCriscio,22,A,SDP,1335,,,,,1335
Kamren James,25,AA,TBR,1337,,,,,1337
Cam Schuelke,23,A,CLE,1337.75,,1661,1101,1071,1518
Orlando Ortiz-Mayr,27,AA,MIA,1337.75,1066,2004,654,,1627
CJ Van Eyk,26,AAA,TOR,1338.125,1998,1772.5,513,,1069
Jack Young,23,A+,CHW,1338.8333333333333,,644.5,,1248,2124
Teofilo Mendez,23,A+,ARI,1339,,848,,,1830
Gerlin Rosario,23,A+,TBR,1339.3333333333333,,721,,1066,2231
Landon Tomkins,25,AA,PIT,1339.3333333333333,,778,,1179,2061
Ryan Cardona,25,AAA,CIN,1339.4,1040,2155,337,1129,2036
Edgar Barclay,27,AAA,NYY,1339.75,,2076.5,,,603
Jonah Hurney,25,A+,CIN,1340.3,952,1681.5,1027,1237,1804
Ricardo Brizuela,22,A,CHW,1340.4,545,2217,567,979,2394
Elvis Novas,22,A,KCR,1341.25,,1037,1104,900,2324
Brooks Caple,22,A+,CHC,1342,1460,2294,386,699,1871
Victor Zarraga,21,A,CHC,1343,,,1057,1337,1635
Channing Austin,23,A+,NYM,1343.1,771,1598.5,698,1119,2529
Edgar Leon,20,A,LAD,1343.5,,,412,,2275
Emmanuel Reyes,21,A+,KCR,1343.7,1176,2200.5,517,619,2206
Tyler Davis,23,A+,KCR,1343.75,,1588,1038,988,1761
Nick Raposo,27,AA,SEA,1344,,,,,1344
Tyler Mattison,25,AAA,DET,1345.6666666666667,,1043,,1392,1602
Andry Lara,22,MLB,WSN,1345.7,413,2481.5,1197,1134,1503
Gunner Mayer,24,AA,PHI,1346.5,,1203.5,,1042,1794
Dustin Dickerson,24,AA,KCR,1347,,,,,1347
Jay Driver,23,A+,CLE,1349.1666666666667,,940.5,,1183,1924
Xander Hamilton,23,A+,MIN,1349.75,,649.5,,,2050
Tyler Owens,24,MLB,FA,1349.8333333333333,,1459.5,,1450,1140
Cade Fergus,24,AA,PHI,1350,,,,,1350
Steven Brooks,22,A,BOS,1351.8,615,2044,805,1102,2193
Billy Corcoran,25,AAA,ARI,1351.875,,2446.5,1481,868,612
Josue Gonzalez,21,A,NYY,1352,,,,,1352
Marcelo Perez,25,AA,SEA,1352.7,2006,2271.5,542,621,1323
Anthony Solometo,22,AA,PIT,1353,,1167,,,1539
Tyler Hampu,22,A,COL,1353.8333333333333,,408.5,,1316,2337
Wes Kath,22,A+,CHW,1354,,,,,1354
Casey Steward,23,A+,PHI,1354.7,917,1822.5,725,1074,2235
Luis Carias,20,A,LAD,1355,,,991,,1719
Hudson Head,24,AA,PIT,1355,,,,,1355
Chris Villaman,24,AAA,TBR,1355.375,,1814.5,1006,854,1747
Aaron Brooks,35,MLB,ATH,1355.6666666666667,,2318,906,,843
Juan Gonzalez,24,A+,CHW,1356,,,,,1356
Nick Schwartz,24,A+,ATH,1357,,,,,1357
Patricio Aquino,22,A+,MIL,1357,803,1841,,1029,1755
Adam Tulloch,24,AA,CLE,1357.875,609,1466.5,,1258,2098
Rob Kaminsky,30,AAA,STL,1358,,2420,,,296
Caleb Boushley,31,MLB,TBR,1358,,2261,1182,,631
Isaiah Lowe,22,A+,SDP,1360.8,1074,2459,578,1021,1672
Marquis Grissom Jr.,23,AAA,WSN,1361.8333333333333,,999.5,,1173,1913
Yolmer Sanchez,33,MLB,LAA,1362,,,,,1362
Jake Miller,24,AAA,CLE,1362.8333333333333,,1376.5,,953,1759
Adrian Rodriguez,21,A+,ARI,1363,,,,,1363
Brian Moran,36,MLB,ATL,1364,,1365,808,,1919
Jack White,24,A,SEA,1365.75,,978.5,,,1753
Luis Valdez,20,A,TEX,1366,,,,,1366
Deyer Zapata,21,A,ARI,1366.5,,,,873,1860
Drake Fellows,27,AAA,NYY,1367,986,1832,,,1283
Anthony Arguelles,24,A+,WSN,1367,,721,,1289,2091
Cody Adcock,23,A+,CIN,1367.1666666666667,,1159.5,,1185,1757
Dylan Heid,27,AAA,BAL,1367.25,,876.5,,,1858
Sam Knowlton,25,A+,ARI,1367.3333333333333,,848,,1609,1645
Irv Carter,22,A+,TOR,1367.6,862,1903,879,964,2230
Junior William,25,A+,TBR,1367.8333333333333,,883.5,,1075,2145
Tyler Bradt,24,AA,STL,1368,,737,,1271,2096
Adam Maier,23,AAA,ATL,1368.2,1102,2294,327,671,2447
Carlos Duran,23,MLB,ATH,1368.5,,1444.5,,1504,1157
Grant Judkins,27,A+,ATH,1370,749,2396,727,,1608
Patrick Murphy,30,MLB,TEX,1370,,2161,1411,,538
JP Wheat,22,A,CHC,1371.6,745,1841,990,850,2432
A.J. Wilson,24,A+,PHI,1371.625,,1106.5,945,1275,2160
Wyatt Olds,25,AAA,BOS,1371.6666666666667,,1305,,1407,1403
Christian Chamberlain,25,AAA,KCR,1372.5,,1151.5,,1534,1432
Ryan Brady,26,AAA,KCR,1373,,1608,,1320,1191
Thomas Bruss,26,A,DET,1373.25,,532,946,1531,2484
Kaleb Corbett,23,A,TBR,1373.6666666666667,,1116,,1178,1827
Kyle Larsen,22,A,PIT,1375.25,,1780,871,487,2363
Franck De La Rosa,25,A+,PIT,1376.25,,1290.5,,,1462
Ethan Chenault,24,A+,PHI,1377.6666666666667,,1051,,1322,1760
Nick Hull,25,AA,CHC,1377.8333333333333,,1386.5,,1002,1745
Henry Lalane,21,A,NYY,1378,,,,1230,1526
Christian Lopez,18,CPX,CIN,1378,,,,,1378
Derek True,24,A+,HOU,1378.3,790,2471.5,1123,776,1731
Seth Shuman,27,AAA,WSN,1379.6666666666667,750,2100,,,1289
Chris Rodriguez,26,MLB,ARI,1382.625,643,2352.5,1243,,1292
Darius Vines,26,MLB,ATL,1383.5,,1979,,,788
Daniel Juarez,24,AAA,NYM,1383.625,,1598.5,1142,1009,1785
Chase Cohen,27,AAA,ATH,1383.75,,1814.5,,,953
Case Matter,23,A+,TEX,1384,,,,,1384
Diego Barrera,25,AAA,ATH,1384.8333333333333,,1262.5,,1175,1717
Reese Dutton,24,A+,PHI,1385.7,1828,1846.5,452,809,1993
Jeisson Cabrera,26,AA,BAL,1385.75,,940.5,,,1831
Ben Brutti,22,A,CIN,1386.75,,1059,922,1440,2126
Jake Curtis,23,A,CHW,1386.75,502,1940,,936,2169
Cameron Cotter,26,AAA,SFG,1388.3333333333333,,1518,1311,,1336
Walker Brockhouse,26,AA,HOU,1389.25,,1497.5,,,1281
José De León,32,MLB,MIN,1389.5,,2352.5,1066,,750
Nolan DeVos,24,A+,HOU,1389.5,,1698,,,1081
Luis Palacios,24,AAA,MIA,1389.75,864,2318,,1098,1279
Andrew Lindsey,25,AAA,TBR,1390,,,1373,1197,1600
Luis Quinones,27,AAA,MIN,1390,,1689,,,1091
Gabriel Aguilera,24,A+,CIN,1390.9,670,1911.5,1187,969,2217
Yohel Pozo,27,AAA,STL,1391,,,,,1391
Kenten Egbert,23,A+,CHC,1391.5,817,2369.5,525,1057,2189
Nick Davila,26,AAA,SEA,1392,,1677,,1402,1097
Blake Wolters,20,A,KCR,1392.7,520,2485.5,1044,1256,1658
Jack Little,27,MLB,PIT,1392.75,,1278.5,,,1507
Miguel Gomez,23,AA,WSN,1392.875,,1497.5,1034,987,2053
Jose Romero,20,A,SEA,1393,,,778,,2008
Yosweld Vasquez,20,A,HOU,1394,,,,,1394
