Name,Age,Level,Team,Avg Rank,DIGS,FScore,PG+,PL,STS
Haden Erbe,26,AA,DET,1688.5,,1236,,,2141
Igor Gil,24,A,SDP,1689,,1037,,1581,2449
Carson Messina,19,CPX,TOR,1689,,,,,1689
Matt Allan,24,A+,NYM,1690,,,1336,1491,2243
Ray Gaither,27,AAA,HOU,1690.3333333333333,,2004,1301,,1766
Keyshawn Askew,25,AA,TBR,1690.6666666666667,,1882,,1681,1509
Juan De Los Santos,23,AA,BAL,1694.375,,1753.5,1438,1293,2293
Eric Dominguez,22,A,ARI,1695,,1527,,,1863
Erik Tolman,26,AA,WSN,1695.125,2196,1325.5,,1082,2177
Alain Pena,22,A+,HOU,1695.2,953,2709,1258,1280,2276
Bryce Hubbart,24,AA,CIN,1695.7,804,2446.5,1284,1279,2665
Julio Zapata,22,A,CLE,1697,,,1404,1220,2467
Sean Harney,26,AA,NYM,1697.6666666666667,,1832,1105,,2156
Wesley Moore,25,AA,PHI,1698.3333333333333,,1305,,1502,2288
Gleiner Diaz,21,A+,SEA,1700,,,,1186,2214
Travis Kuhn,27,AAA,TOR,1700.25,,1598.5,,,1802
Frankie Scalzo Jr.,25,AAA,CHC,1700.6666666666667,,1764,,1465,1873
Connor Gillispie,27,MLB,MIN,1701.375,1131,2648.5,1211,,1815
Eduardo Herrera,25,AAA,NYM,1701.5,,1079.5,,1562,2463
Jose Romero,23,A+,CHC,1704,,,,,1704
Anderson Ramos,19,CPX,MIN,1705,,,,,1705
Michael Gomez,28,AAA,STL,1706.6666666666667,,2440,1334,,1346
Manuel Mercedes,22,AA,SFG,1707.125,1064,2481.5,,1147,2136
Aidan Maldonado,25,A+,MIL,1707.5,,1474,,,1941
Aaron Rund,26,A+,MIL,1707.6666666666667,,1425,,1549,2149
Jeremy Lee,23,A+,MIN,1708,1038,2629,1307,1455,2111
Javier Chacon,22,A,SDP,1710.5,,950,,,2471
Brayan Palencia,22,A+,SFG,1710.8333333333333,,1706.5,,1046,2380
Chase Valentine,23,AA,SDP,1711,,,,,1711
Raymon Rosario,20,A,PHI,1713,,,1341,,2085
Nicholas Regalado,23,AA,KCR,1714,,1661,,1360,2121
Ryan Verdugo,22,A,HOU,1715,,,,,1715
Bryan Bautista,21,A,BAL,1716.6666666666667,,,1346,1475,2329
Joey Gartrell,21,A,BOS,1717.4,847,2558,1231,1516,2435
Trennor O'Donnell,24,A,BOS,1717.75,,2100,1397,1235,2139
Bayden Root,26,AA,MIL,1718.25,,1355.5,,,2081
Cole Ayers,25,AA,NYY,1719.1666666666667,,1921.5,,1520,1716
Jackson Finley,23,A,ATH,1719.5,,1853,,,1586
Alton Davis II,21,A,LAA,1720,,,,,1720
Wyatt Mills,30,MLB,FA,1720.75,,2020.5,,,1421
Ryan Shreve,27,AAA,TBR,1721.5,1123,2430,1169,,2164
Hayden Frank,22,A,CHC,1724.3,1083,2727.5,1273,1034,2504
Seth Chavez,25,A+,TBR,1724.5,,1661,1018,1401,2818
Jose Zerpa,20,A+,SEA,1724.6666666666667,,1806,,791,2577
Logan Berrier,24,A,DET,1725,,,1204,1607,2364
Sann Omosako,19,CPX,TOR,1725,,,,,1725
Julio Rosario,22,A,KCR,1725.5,,1386.5,,1203,2587
Victor Duarte,24,A+,SDP,1726,,,,,1726
Andinson Ferrer,21,A,OAK,1726.5,,,,1367,2086
Harold Chirino,27,AAA,SDP,1727.25,,2200.5,,,1254
Sam Brodersen,23,A,STL,1730.8333333333333,,1290.5,,1361,2541
Edwardo Melendez,21,A,CHC,1731,,,652,,2810
Jose Feliz,19,CPX,WSN,1732,,,,,1732
Jordany Ventura,24,AA,NYY,1732,,1365,,1576,2255
Jose Adames,32,AAA,BOS,1732.5,,2132,,,1333
Cole Urman,23,A,BAL,1733,,,,,1733
Bryce Osmond,24,AA,LAA,1733.875,,2633.5,1453,1476,1373
Chris Williams Jr.,25,A,DET,1734.375,,1965.5,1219,1395,2358
Jholbran Herder,20,A,LAD,1734.7,945,2665.5,919,1391,2753
Duque Hebbert,23,AA,DET,1735.8333333333333,,1793.5,,849,2565
Conor Larkin,26,AA,TOR,1736.25,,1297.5,,,2175
Erick Reynoso,22,A,ARI,1737,1065,2464,660,1490,3006
Ryan Murphy,25,AA,STL,1737.6666666666667,,2347,,1382,1484
Jake Steels,23,A,ATL,1739,,,,,1739
Cole Paplham,25,AA,SDP,1739.25,,2347,1276,1632,1702
Jared Simpson,25,A+,WSN,1739.8333333333333,,1396.5,,1605,2218
Adilson Peralta,22,A,PHI,1741,,1270,,1334,2619
Sunayro Martina,21,A,NYY,1741,,,1110,1643,2470
Jacob Stretch,22,A,BAL,1741,,,,,1741
Alejandro Manzano,23,A,ATH,1741.8333333333333,,1507.5,,1305,2413
Keiverson Ramirez,19,A,STL,1742,,,1313,,2171
Renil Ramos,19,CPX,CLE,1743,,,,,1743
Kenny Serwa,27,AA,DET,1743.5,2152,2285,548,,1989
Paulshawn Pasqualotto,24,A+,MIN,1743.8333333333333,,1541.5,,1242,2448
Will Mabrey,23,AA,ARI,1746.5,,1474,,,2019
Merrick Baldo,24,A,WSN,1746.6666666666667,,1143,,1384,2713
Aaron Holiday,25,A+,STL,1748,,1832,1252,1291,2617
Casey Opitz,26,AA,CHC,1748,,,,,1748
Beau Burrows,28,MLB,PIT,1748.5,,1745,,,1752
Angel Roman,21,A,WSN,1748.9,1006,2674.5,972,1359,2733
Ben Anderson,27,AAA,TEX,1749,2208,2440,759,,1589
Nick Swiney,26,AAA,HOU,1749.375,973,2537.5,1172,,2315
Juan Martinez,22,A+,CIN,1749.7,877,2637.5,1183,1281,2770
Jared Beck,24,A+,BAL,1750.125,,1386.5,1409,1661,2544
Michael Martinez,25,AA,MIN,1750.5,,1376.5,,1486,2389
Tanner Bauman,23,A,NYY,1752.1,1071,2337.5,1078,1594,2680
Mason Erla,27,AAA,LAA,1752.5,,2594.5,1449,,1214
Hunter Mann,23,A+,COL,1752.8333333333333,,1616.5,,1519,2123
Mikey Tepper,23,A+,WSN,1754.5,,2060,,,1449
Chandler Welch,22,A+,MIL,1754.9,1068,2774.5,1323,1188,2421
Dustin Saenz,26,AAA,WSN,1757.75,1121,2478,,1244,2188
Anthony Prato,27,AAA,MIN,1758,,,,,1758
Charles Harrison,23,A,STL,1759.5,,1940,1124,1529,2445
Edgar Colon,19,A,CIN,1760.8,708,2719,1396,1373,2608
Adam Boucher,23,A+,TBR,1761,,1534,,1448,2301
Grant Cherry,22,A,TEX,1761.5,1059,2474.5,1229,1358,2687
Pedro Santos,25,AAA,OAK,1762,,1671,,1664,1951
Braxton Hyde,24,A+,COL,1763.5,755,2261,,1346,2692
Juan De La Cruz,20,A,MIA,1763.8333333333333,,2698.5,694,,1899
Gavin Dugas,25,A+,WSN,1765,,,,,1765
Dominic Freeberger,25,A+,BAL,1766.25,,2132,1108,1433,2392
Adonis Medina,28,MLB,SEA,1767.5,,2155,,,1380
Harold Melenge,23,A+,SEA,1768,1100,2643,761,1422,2914
Cayne Ueckert,29,AAA,CHC,1768.6666666666667,,2251,1194,,1861
Juan Martinez,24,A+,KCR,1768.6666666666667,,1764,,1157,2385
Luis Valdez,20,CPX,KCR,1769,,,,,1769
Drew Ellis,29,AAA,SFG,1770,,,,,1770
Michael Stryffeler,29,AAA,SFG,1770,,2363,1238,,1709
Luarbert Arias,24,MLB,MIA,1770.5,,2113,1472,1655,1842
Yoldin De La Paz,23,A+,PIT,1770.75,,1507.5,,,2034
Nathan Webb,27,AAA,BAL,1771.5,,,1190,,2353
Jonawel Valdez,21,A,PIT,1772,819,2060,,1298,2911
Nick DeCarlo,23,A,MIL,1773,,,,,1773
Holt Jones,26,A+,MIA,1773.6666666666667,,1419,,1541,2361
Drew McDaniel,23,A+,CHW,1774,,2004,,,1544
Sam Weatherly,26,AA,COL,1775,,1661,,1477,2187
Julian Bosnic,25,A+,PIT,1775.3333333333333,,1338,,1507,2481
Anfernny Reyes,21,A,MIL,1775.8333333333333,,1444.5,,1473,2410
Camron Hill,22,A,PHI,1776.3333333333333,,,1441,1616,2272
Tejay Antone,31,MLB,CIN,1777.75,,2485.5,,,1070
Logan Britt,24,A+,LAA,1780.625,,2468.5,1201,1424,2029
Jorge Rodriguez,23,A,NYM,1783,,,,,1783
Angel Gonzalez,22,A+,STL,1783.625,,2020.5,812,1641,2661
Cade Bunnell,28,AA,ATL,1784,,,,,1784
Luis Pacheco,26,AAA,NYY,1784.8333333333333,,2047.5,,1326,1981
Luis Maracara,17,CPX,SDP,1786,,,,,1786
Justin Sanchez,21,A,SEA,1786.125,,1911.5,1026,1452,2755
Dawson Brown,24,A+,ARI,1787.5,,1753.5,,1481,2128
Abel Fuerte,20,A,ARI,1787.5,,,1075,,2500
Nick Lockhart,24,A+,TEX,1788.25,,2237.5,,,1339
Erik Ritchie,22,A+,PHI,1788.375,,2452.5,1269,1229,2203
Ben Malgeri,25,AA,DET,1790,,,,,1790
Simon Leandro,23,A,BAL,1791.25,,1799,1100,1394,2872
Ivan Armstrong,24,AAA,WSN,1791.6666666666667,,2140,,1601,1634
Mauricio Veliz,22,AA,KCR,1792.625,792,2542.5,,1159,2677
Xavier Ruiz,22,A+,SDP,1793,,1348,,1617,2414
Freddy Pacheco,27,AAA,FA,1793,,,1036,,2550
Vince Reilly,24,A+,CHC,1794.8333333333333,,1616.5,,1406,2362
Deivy Cruz,21,A+,BAL,1797.3333333333333,,1576,,1493,2323
Connor Spencer,24,A+,CHC,1798,,,,,1798
Carlos Tavera,26,AAA,BAL,1798.1666666666667,,2271.5,1360,,1763
CJ Weins,24,AA,DET,1798.3333333333333,,1671,,1586,2138
Mason Hickman,26,AAA,CLE,1800.6666666666667,,2430,1455,,1517
Rafael Marcano,25,AA,MIN,1804.25,,1734.5,,,1874
Rodolfo Martinez,31,AAA,BAL,1804.3333333333333,,2155,1325,,1933
Liam Norris,23,AA,ARI,1804.875,,1814.5,1437,1690,2278
Holden Powell,25,AAA,WSN,1806.1666666666667,,1706.5,,1575,2137
Bubba Hall,25,A+,WSN,1806.25,,999.5,,,2613
Augusto Calderon,24,A+,PHI,1806.3333333333333,,1481,,1514,2424
Braulio Salas,20,A,MIA,1811.3333333333333,,,1235,1569,2630
Brody Jessee,24,A+,CIN,1812.5,,2267,1309,1528,2146
Jordan Sprinkle,24,A+,CHW,1813,,,,,1813
Jawilme Ramirez,23,AAA,STL,1814.6666666666667,,1671,,1385,2388
Tommy Romero,27,MLB,SFG,1815.875,1914,2493.5,886,,1970
Ismael Luciano,22,A,COL,1819.7,1089,2690.5,1134,1546,2639
Kevin Kopps,28,AAA,SDP,1820,,1903,,,1737
Jose Gerardo,20,A,MIA,1821,,,,,1821
Brady Hill,24,A,WSN,1821.8333333333333,,1325.5,,1509,2631
Jesus  Palacios,20,CPX,BAL,1822,,,,,1822
Danny Flatt,21,A,NYY,1823.3,1013,2757.5,1406,1314,2626
Giomar Diaz,22,A+,ATL,1824.375,,2119.5,1316,1523,2339
Wilfred Alvarado,19,A,ATH,1824.5,,2358.5,,1106,2009
Magdiel Cotto,23,A+,PIT,1825,,1043,,,2607
Kelly Austin,24,AA,NYY,1825.5,,1714.5,,1500,2262
Clay Helvey,28,AAA,WSN,1826.5,,2584.5,1420,,1475
Ethan Routzahn,27,AAA,SDP,1826.5,,1723,,,1930
Pedro Garcia,23,A,DET,1826.6666666666667,,,911,1584,2985
Cesar Lares,20,A,MIN,1828.75,,2147.5,,,1510
Alexander Campos,22,A,TBR,1829,,,976,,2682
Jose Garces,21,A+,PIT,1829.8333333333333,,1297.5,,1284,2908
Greysen Carter,22,A,NYY,1830.6666666666667,,,1000,1591,2901
Morris Austin,25,A+,CHW,1831.3333333333333,,1236,,1461,2797
Carlos Romero,25,AAA,WSN,1832,,2070,,1559,1867
Wardquelin Vasquez,23,A,CHW,1832.25,,1788,1218,1611,2712
Stephen Quigley,25,A,CIN,1832.625,,2147.5,1264,1464,2455
Matt Ager,22,A,PIT,1833.5,1079,2687.5,948,1522,2931
Robinson Martinez,27,AA,BAL,1834,,,1362,,2306
Alex Galvan,23,A,ARI,1834,,,,,1834
Brock Moore,25,A+,SEA,1834.5,,,,1698,1971
Eric Adler,24,AAA,CHW,1834.6666666666667,,1698,,1554,2252
Ricky DeVito,26,AA,TEX,1834.6666666666667,,1973,1181,,2350
Donye Evans,22,A,DET,1835,,,,,1835
Logan Clayton,25,AA,ARI,1835.4,1127,2713,1380,1506,2451
Lluveres Severino,21,A,TOR,1837,,,859,,2815
Ronny Chalas,22,A,DET,1838,,1116,,1510,2888
Matt Stil,24,A+,DET,1838,,,,,1838
Tanner Burns,26,AAA,CLE,1838.1666666666667,,2301.5,1290,,1923
Burl Carraway,26,AA,CHC,1839,,,,,1839
Nolan Clenney,29,AAA,CHC,1842,,2490,1351,,1685
Levi Stoudt,27,MLB,BAL,1843,,2490,1227,,1812
Jorge Benitez,26,AAA,BOS,1843.6666666666667,,1661,,1659,2211
Natanael Polanco,22,AA,MIA,1843.75,,2343,853,1454,2725
Hunter Kublick,21,A,STL,1843.875,,2388.5,1445,1389,2153
Shawndrick Oduber,20,A,LAD,1846.5,,2020.5,,1036,2483
Brayan Romero,23,A,WSN,1846.8,1108,2752,895,1560,2919
Peter Solomon,28,MLB,CHC,1848.25,,2584.5,,,1112
Jake McSteen,29,AA,ATL,1850.75,,1965.5,,,1736
Felix Ramires,25,A+,COL,1853,,1534,,1503,2522
Tyler Myrick,27,AAA,SFG,1853.25,,1706.5,,,2000
Esmerlin Vinicio,22,A+,SFG,1854.1666666666667,,1921.5,,1441,2200
Ben McLaughlin,23,A+,ARI,1855,,,,,1855
Luis Ramirez,23,A,MIA,1855,,,1208,1613,2744
William Silva,23,A+,ATL,1855.375,,2307.5,1414,1484,2216
Woo-Suk Go,26,AAA,MIA,1856.1666666666667,,2165.5,,1468,1935
Felix Castro,21,A,ATH,1856.3333333333333,,1518,,1404,2647
Ruben Menes,23,A,STL,1856.5,,,1058,,2655
Shay Schanaman,25,AA,ATL,1858.625,,2452.5,1352,1582,2048
Jack Mahoney,26,A+,OAK,1859.875,,2474.5,1294,1374,2297
Florencio Serrano,25,AAA,TEX,1860.5,,2565,1280,1222,2375
Johan Macias,22,A,LAA,1862,,,,,1862
Landen Maroudis,20,A,TOR,1862.6,944,2670,1043,1691,2965
Allan Hernandez,24,AA,CLE,1863,,1228,,,2498
Ian Villers,24,AA,SFG,1863.1666666666667,,2053.5,,1114,2422
Drew Parrish,27,AAA,CIN,1863.1666666666667,2084,2011.5,,,1494
Yeuris Jimenez,24,A+,WSN,1863.1666666666667,,1554.5,,1602,2433
Brandon Dufault,26,AA,LAA,1863.5,1096,2607.5,1039,1649,2926
Bodi Rascon,24,A+,SDP,1864.9,1125,2683.5,1343,1636,2537
Will Frisch,24,A,CHC,1866.4,1110,2635,1244,1567,2776
Gerardo Gutierrez,26,AA,ARI,1867,,2411,1212,,1978
Connery Peters,25,A+,CHW,1867.375,,1893.5,1221,1638,2717
Anthony Narvaez,21,A,MIN,1868,,,,,1868
Jose Geraldo,26,AA,SDP,1869,,1860,,1489,2258
Lucas Kelly,21,A+,SEA,1869,,,,,1869
Robert Wegielnik,23,A+,CLE,1870,,2217,,1329,2064
Jakob Hall,22,A,MIN,1871.125,,2307.5,1082,1411,2684
Keegan Zinn,20,A,CLE,1872.5,,,872,,2873
Evan Justice,26,MLB,COL,1874.5,,2193.5,1403,,2027
Andrew Schultz,27,AAA,PHI,1874.75,,2020.5,,,1729
Victor Farias,22,A,WSN,1875.3333333333333,,,1048,1707,2871
Nick Pratto,26,MLB,KCR,1876,,,,,1876
Nicky Lopez,30,MLB,FA,1877,,,,,1877
Ethan Sloan,22,A,DET,1879.5,,1355.5,,1443,2840
Rolando De La Cruz,24,A,LAA,1879.6666666666667,,,1347,1692,2600
Cameron Pferrer,26,AAA,SFG,1880,,1221,,,2539
Andy Weber,27,AAA,ARI,1880,,,,,1880
Moises Meza,19,CPX,COL,1881,,,,,1881
Dominic Scheffler,20,A,CIN,1881.5,,,1458,,2305
Janzen Keisel,22,A,TBR,1882,1056,2673,1088,1635,2958
Maxwel Hernandez,22,A+,PHI,1882.5,,,1080,,2685
Jackson Cluff,28,AAA,NYM,1883,,,,,1883
Wily Villar,26,A,TEX,1886,,,1098,,2674
Ben Hernandez,23,A+,SEA,1886.3333333333333,,1853,,1428,2378
Michael Vilchez,21,A,LAD,1887,,1764,,1386,2511
Roderick Flores,18,CPX,MIL,1887,,,,,1887
Kevin Miranda,26,AA,TOR,1887.625,1118,2576.5,1270,,2586
Nick Conte,23,A,KCR,1889,,1882,,1460,2325
Reese Sharp,24,A+,BAL,1889.3333333333333,,1764,,1330,2574
Shawn Rapp,24,AAA,CLE,1889.625,,2414.5,1467,1542,2135
Fraynel Nova,23,A,KCR,1892,,1474,,1393,2809
Alvaro Rios,18,CPX,CHW,1892,,,,,1892
Logan Boyer,27,AAA,LAD,1892.25,,2038.5,,,1746
Zach Greene,28,AAA,NYY,1892.75,,2607.5,,,1178
Julio  Marte,21,A,HOU,1894.5,,1952,,,1837
Grif Hughes,23,A,TOR,1896,,,1102,,2690
Travis Garnett,22,A,ARI,1897,,,,,1897
Lucas Knowles,27,AAA,WSN,1897,,2228,,,1566
Jesus Mendez,20,A,CHW,1898,,1780,,1335,2579
Luifer Romero,20,CPX,MIA,1898,,,,,1898
Hans Montero,21,A,NYY,1901,,,,,1901
Jeckferxon Hernandez,22,A,MIA,1901,,,1368,1639,2696
Parker Dunshee,30,MLB,ATL,1903.25,,2237.5,,,1569
Colin Davis,26,A+,SEA,1904,,,,,1904
Benjamin Arias,23,A+,STL,1906.3333333333333,,1841,,1403,2475
Riskiel Tineo,22,AAA,MIA,1907.8333333333333,,2352.5,,984,2387
Francisco Morao,19,CPX,BAL,1908,,,,,1908
Anyelo Ovando,24,A+,SEA,1908.75,,1983,1279,1624,2749
Alec Barger,27,AA,COL,1909,,1780,,,2038
Tyler Santana,27,AAA,CHC,1909.25,,1734.5,,,2084
Jonny Cuevas,24,AAA,TBR,1909.8333333333333,,2030.5,,1180,2519
Zeke Wood,25,A+,STL,1915,,,,,1915
Justin Kelly,26,AA,TOR,1915,,2464,1295,1471,2430
Conor Grammes,27,AAA,ARI,1915.5,,2352.5,1460,,1934
Alex Vallecillo,22,A,MIL,1916,,,,,1916
Sadiel Baro,20,A,LAA,1917.875,,2590.5,1465,1459,2157
Luis De La Cruz,22,A,MIA,1918.6666666666667,,,1399,1653,2704
Brandon Neeck,25,AA,PIT,1920.1666666666667,,2030.5,,1535,2195
Paxton Thompson,25,A+,PHI,1920.25,,2327,1288,1508,2558
Gabriel Jackson,23,AAA,BOS,1920.375,,2452.5,1457,1399,2373
Jordan Valenzuela,20,A,SDP,1920.5,,,1247,,2594
Casey Kelly,35,MLB,CIN,1921.8333333333333,,2757.5,832,,2176
Wilmis Paulino,19,A,COL,1922,,,1306,,2538
Brendan Collins,24,A+,WSN,1923,,1698,,,2148
Dalvin Rosario,25,A,CIN,1925,,,,,1925
C.J. Widger,26,A+,SDP,1925.3333333333333,,1723,,1654,2399
Drew Conover,23,AAA,OAK,1925.875,,2715.5,763,1366,2859
Jose Perez,21,A,TBR,1926,,,,,1926
Norbis Diaz,20,A+,HOU,1926.5,,,1415,,2438
Matt Dunaway,26,A+,SFG,1928,,,,,1928
Russell Smith,25,AA,MIL,1930.25,,1931.5,,,1929
Jeral Vizcaino,23,A,CHC,1930.5,,1576,,,2285
Maddux Houghton,26,A,MIN,1931,,,,,1931
Nick Garcia,26,AAA,COL,1932.3333333333333,,2380,,1539,1878
Joe Nahas,25,AA,CHC,1932.8333333333333,,2207.5,,1472,2119
Jorge Juan,26,AA,BOS,1933,,2277,,1612,1910
Bennett Flynn,24,A,TOR,1933.625,,2509.5,1428,1446,2351
Brooks Crawford,28,AAA,CIN,1933.6666666666667,,2285,1376,,2140
Yovanny Cabrera,24,A+,CHC,1935.5,,1588,,,2283
Eliseo Mota,22,A,DET,1936,,,942,,2930
Noah Song,28,AAA,PHI,1937,,2140,,,1734
Brad Pacheco,20,CPX,PHI,1938,,,,,1938
Christian Rodriguez,20,A,NYM,1940.5,,2420,1185,1614,2543
Joel Ibarra,22,A+,LAD,1942.25,,2070,1363,1631,2705
Hayden Wynja,25,A+,SFG,1942.25,,2030.5,,,1854
Brody Rodning,29,AAA,HOU,1942.3333333333333,,2498,1435,,1894
Robert Kwiatkowski,28,AAA,CHC,1942.5,,1979,,,1906
Caden Monke,25,AA,KCR,1943.1666666666667,,2493.5,,1517,1819
Devin Kirby,25,A+,BAL,1943.75,,2430,1440,1669,2236
Junior Santos,23,AA,WSN,1943.8333333333333,,1931.5,,1469,2431
Kenny Leiner,23,A,BAL,1944,,1832,,1592,2408
Nathanael Cruz,22,A,BOS,1945.25,,2155,1320,1457,2849
Michael Mariot,36,MLB,SEA,1945.5,,2683.5,1188,,1965
Miguel Mesa,22,A,BAL,1947,,,,,1947
Josh Bortka,25,A,MIN,1947.25,,1548.5,,,2346
Jhonny Jimenez,21,A,LAD,1947.3333333333333,,1626,,1380,2836
Hendry Chivilli,19,CPX,MIN,1950,,,,,1950
Alejandro Mendez,24,A+,BAL,1951.625,,1965.5,1419,1656,2766
Nate LaRue,23,A+,TOR,1953.25,,2347,1338,1458,2670
Andrew Dalquist,24,AA,SDP,1953.8333333333333,,1866.5,,1467,2528
Nick Wissman,24,A+,SDP,1955.5,,2369.5,,1417,2080
Beck Way,25,AAA,KCR,1956.1666666666667,,2053.5,,1551,2264
Andre Sanchez,22,A+,LAA,1958.9,1080,2760.5,1322,1634,2998
Angel Tejada,21,A+,BAL,1959,,,,,1959
Jake Pfennigs,25,AAA,OAK,1961,,2611,1427,1565,2241
Kenyi Perez,23,A+,CHC,1961.6666666666667,,1677,,1604,2604
Anhuar Garcia,21,CPX,CHC,1962,,,,,1962
German Nunez,23,CPX,TEX,1964,,,,,1964
Luis A. Reyes,21,A,CHC,1964.6666666666667,,,1198,1695,3001
Dylan Simmons,24,A+,CIN,1966,,1882,,1480,2536
Arij Fransen,24,AAA,CIN,1968,,2251,,1387,2266
Josbel Garcia,21,A,PHI,1972,,,1166,,2778
Yovannki Pascual,22,A,SDP,1973.5,,,1461,,2486
Ignacio Briceno,24,A,DET,1974.3333333333333,,1698,,1525,2700
Cleiber Maldonado,20,A,MIN,1976,,,,,1976
Conor Steinbaugh,26,A+,STL,1977,,1563,,,2391
Andrew Carson,25,A,SEA,1977.6666666666667,,,1225,1703,3005
Zac Leigh,27,AAA,CHC,1978.25,,1931.5,,,2025
Jose Atencio,22,A+,WSN,1978.75,,2181.5,,,1776
Alex Bouchard,21,A,BOS,1979.6666666666667,,,1477,1660,2802
Nick Mikolajchak,27,AAA,CLE,1980,,2406,1257,,2277
Shaddon Peavyhouse,26,A+,SEA,1981.8333333333333,,2452.5,1047,,2446
Jesus Valdez,27,AAA,ARI,1982,,,,,1982
Christian Worley,23,A+,STL,1983.1666666666667,,1814.5,,1524,2611
Dawil Almonte,23,A+,HOU,1983.5,,1772.5,,1349,2829
Jose Cabrera,20,A,LAD,1984,,,,,1984
Dalton Roach,29,AAA,CHW,1984.75,,2076.5,,,1893
Jack Seppings,22,A+,MIL,1984.8333333333333,,2237.5,,1260,2457
Miguel Briceno,21,A,MIN,1985,,,,,1985
Ryan Vanderhei,24,A+,SFG,1985.6666666666667,,1903,,1492,2562
Caleb Freeman,27,MLB,CHW,1986,,1563,,,2409
Thomas Farr,26,AA,CIN,1986.5,,2681,1167,1543,2555
Luis German,23,A+,SDP,1989.8333333333333,,1995.5,,1568,2406
Estarlin Escalante,21,A,NYM,1990.125,,2504.5,1260,1603,2593
Ryan Harvey,24,A+,DET,1991.3333333333333,,2294,,1415,2265
Jake Peppers,23,A+,CHW,1993.6666666666667,,2132,,1300,2549
Jordarlin Mendoza,21,A,NYY,1994,,,,,1994
Zach Bryant,27,AA,BOS,1995,,2100,,,1890
Alejandro Lugo,22,A,SDP,2000,,2294,954,,2752
David Bracho,20,A,CHC,2003,,,,,2003
Marino Santy,23,A+,CHC,2003.5,,2568,1432,1693,2321
Aidan Anderson,28,AAA,TEX,2005,,2420,,,1590
M.D. Johnson,27,AA,MIA,2006,,2440,,,1572
Braden Quinn,22,A,ARI,2006,1119,2785,1452,1666,3008
Giovanni Vargas,19,A,STL,2010.5,,,1464,,2557
Tommy Kane,23,A+,WSN,2012.8333333333333,,2047.5,,1677,2314
Gage Boehm,23,A,SEA,2013,,,1430,1710,2899
Roman Phansalkar,27,AA,LAA,2013,,1661,,,2365
Samuel Vasquez,25,AA,MIA,2013.5,,1822.5,,1398,2820
Samuel Fabian,22,A,STL,2014.5,,,1233,,2796
Nate Savino,23,AA,ARI,2015.5,,2452.5,,1266,2328
Randy Wynne,32,MLB,CIN,2016.6666666666667,,2719,1149,,2182
Jose Fernandez,21,A,MIA,2017,,,1272,,2762
Jesus Rios,23,A+,KCR,2017,,2261,,1282,2508
Andres Nolaya,20,A,BAL,2017,,,,,2017
J.P. Massey,25,A+,PIT,2017.1666666666667,,2053.5,,1561,2437
Brennan Malone,24,A,PIT,2018.6666666666667,,,1401,1680,2975
Jack Dashwood,27,AAA,LAA,2020.5,,2267,,,1774
Will Gervase,23,A,LAA,2020.6666666666667,,,1446,1711,2905
Ryan Schiefer,21,A,TBR,2021,,,1443,,2599
Jesus Luna,24,A+,LAD,2021.125,,2474.5,1192,1672,2746
Carlos Torres,24,AA,COL,2022,,2459,,1247,2360
Henry Gomez,23,A+,OAK,2023.1666666666667,,1822.5,,1532,2715
Colson Lawrence,23,A,ATL,2024,,,1255,,2793
Engert Garcia,25,A,TBR,2024,,2343,1119,1702,2932
Dilan Figueredo,22,A,LAD,2024.25,,2440,1186,1573,2898
Nixon Encarnacion,20,A,LAA,2029.125,,2542.5,1223,1482,2869
Ruben Salinas,22,A,SDP,2029.5,,,1462,,2597
Evan Kravetz,28,MLB,CIN,2030.25,,2237.5,,,1823
Rordy Mejia,20,CPX,SDP,2033,,,,,2033
Chance Huff,25,AA,WSN,2037,,2222,,1311,2578
Mitch Neunborn,28,AAA,PHI,2039.1666666666667,2230,2076.5,,,1811
Kaleb Bowman,28,AA,MIL,2040,,1832,,,2248
Dikember Sanchez,21,A+,MIL,2040.625,,2648.5,1482,1665,2367
Fernando Caldera,22,A+,HOU,2041,,,,,2041
JJ Sanchez,25,A+,TOR,2043.5,,,,1596,2491
Peyton Carr,23,A,MIN,2044,,,,,2044
Jake Jekielek,22,A,TEX,2045,,1853,,1553,2729
Troy Guthrie,19,CPX,TOR,2045,,,,,2045
Adonis Villavicencio,24,A+,TEX,2046.5,,2193.5,,1527,2419
Luke Young,23,AA,WSN,2049.6666666666665,,2464,,1288,2397
J.J. Niekro,27,AA,ATL,2050.75,,2471.5,,,1630
Anthony Susac,22,A+,TEX,2051,,2161,,1536,2456
Eminen Flores,22,A,TOR,2051.3333333333335,,2189,,1419,2546
Jorge Minyety,22,A+,ARI,2056.75,,2629,1402,1700,2496
Alvin Nova,20,A,ATH,2059,,,,,2059
Nick Morreale,27,AA,SFG,2060.75,,2020.5,,,2101
Geison Urbaez,24,AA,TOR,2065.1666666666665,,2147.5,,1495,2553
David Leon,21,AAA,CLE,2066,,,,,2066
Houston Harding,27,AAA,LAA,2066.5,,2464,,,1669
Wenderlyn King,19,CPX,MIL,2067,,,,,2067
Jay Schueler,24,A,TOR,2067.6666666666665,,1873,,1555,2775
Luke Bell,24,AAA,CHW,2067.6666666666665,,2172,,1340,2691
Adrian Quintana,22,A+,SEA,2067.8333333333335,,2030.5,,1497,2676
Ronaldys Jimenez,19,CPX,PIT,2069,,,,,2069
Cody Tucker,26,A+,SFG,2070.3333333333335,,2490,1191,,2530
